ID	TARGET	EVENT_DATE
ID00227	0	05/11/2019
ID00229	1	04/11/2019
ID00230	0	10/11/2019
ID00232	0	13/11/2019
ID00233	0	12/11/2019
ID00234	0	08/11/2019
ID00235	0	05/11/2019
ID00237	0	06/11/2019
ID00239	1	07/11/2019
ID00240	0	13/11/2019
ID00241	0	12/11/2019
ID00242	0	12/11/2019
ID00245	0	10/11/2019
ID00246	0	05/11/2019
ID00248	1	15/11/2019
ID00249	0	03/11/2019
ID00251	0	06/11/2019
ID00252	0	07/11/2019
ID00253	0	14/11/2019
ID00254	0	07/11/2019
ID00255	0	02/11/2019
ID00256	0	13/11/2019
ID00257	0	06/11/2019
ID00259	0	12/11/2019
ID00261	0	13/11/2019
ID00262	0	13/11/2019
ID00264	0	09/11/2019
ID00265	0	01/11/2019
ID00266	0	05/11/2019
ID00268	0	12/11/2019
ID00269	0	14/11/2019
ID00270	0	09/11/2019
ID00271	0	09/11/2019
ID00272	0	13/11/2019
ID00273	0	01/11/2019
ID00274	0	11/11/2019
ID00275	0	07/11/2019
ID00278	0	08/11/2019
ID00279	0	14/11/2019
ID00280	0	13/11/2019
ID00281	0	14/11/2019
ID00282	0	13/11/2019
ID00284	0	06/11/2019
ID00286	0	12/11/2019
ID00288	0	03/11/2019
ID00290	0	14/11/2019
ID00291	0	11/11/2019
ID00292	0	09/11/2019
ID00293	0	14/11/2019
ID00294	1	12/11/2019
ID00295	0	02/11/2019
ID00296	0	09/11/2019
ID00298	0	02/11/2019
ID00300	0	13/11/2019
ID00301	0	10/11/2019
ID00302	0	05/11/2019
ID00303	0	04/11/2019
ID00304	0	07/11/2019
ID00305	1	04/11/2019
ID00306	0	12/11/2019
ID00307	0	05/11/2019
ID00308	0	05/11/2019
ID00309	0	12/11/2019
ID00311	1	07/11/2019
ID00312	0	12/11/2019
ID00313	0	13/11/2019
ID00314	0	14/11/2019
ID00315	0	04/11/2019
ID00316	0	13/11/2019
ID00317	0	12/11/2019
ID00320	0	08/11/2019
ID00321	0	01/11/2019
ID00322	0	01/11/2019
ID00324	1	07/11/2019
ID00325	0	09/11/2019
ID00326	0	07/11/2019
ID00327	1	13/11/2019
ID00328	0	01/11/2019
ID00329	0	13/11/2019
ID00330	0	07/11/2019
ID00331	0	01/11/2019
ID00332	0	14/11/2019
ID00334	1	04/11/2019
ID00335	0	02/11/2019
ID00337	0	01/11/2019
ID00338	0	08/11/2019
ID00339	0	11/11/2019
ID00340	0	09/11/2019
ID00341	0	13/11/2019
ID00342	0	14/11/2019
ID00344	0	03/11/2019
ID00345	0	09/11/2019
ID00346	1	13/11/2019
ID00347	0	06/11/2019
ID00348	0	04/11/2019
ID00349	0	06/11/2019
ID00350	0	08/11/2019
ID00351	0	04/11/2019
ID00353	0	08/11/2019
ID00356	0	03/11/2019
ID00357	0	02/11/2019
ID00359	0	06/11/2019
ID00362	0	09/11/2019
ID00363	0	11/11/2019
ID00364	1	14/11/2019
ID00365	0	02/11/2019
ID00366	0	05/11/2019
ID00367	0	10/11/2019
ID00369	0	05/11/2019
ID00372	0	06/11/2019
ID00373	0	10/11/2019
ID00375	0	04/11/2019
ID00377	0	06/11/2019
ID00379	0	13/11/2019
ID00380	0	12/11/2019
ID00381	0	10/11/2019
ID00382	0	08/11/2019
ID00383	1	04/11/2019
ID00385	0	13/11/2019
ID00389	0	02/11/2019
ID00391	0	06/11/2019
ID00392	0	02/11/2019
ID00394	0	05/11/2019
ID00395	0	01/11/2019
ID00396	0	01/11/2019
ID00397	0	06/11/2019
ID00400	0	06/11/2019
ID00401	0	04/11/2019
ID00402	0	01/11/2019
ID00403	0	12/11/2019
ID00404	0	14/11/2019
ID00405	0	14/11/2019
ID00408	0	09/11/2019
ID00409	0	05/11/2019
ID00410	0	06/11/2019
ID00411	0	12/11/2019
ID00412	0	09/11/2019
ID00415	0	04/11/2019
ID00416	0	01/11/2019
ID00418	0	08/11/2019
ID00419	1	01/11/2019
ID00420	0	05/11/2019
ID00422	0	05/11/2019
ID00423	0	03/11/2019
ID00425	1	01/11/2019
ID00426	0	05/11/2019
ID00429	0	14/11/2019
ID00430	0	04/11/2019
ID00432	0	02/11/2019
ID00433	0	13/11/2019
ID00434	0	08/11/2019
ID00435	0	04/11/2019
ID00439	1	11/11/2019
ID00441	0	09/11/2019
ID00443	0	04/11/2019
ID00444	1	04/11/2019
ID00445	0	05/11/2019
ID00449	0	11/11/2019
ID00450	0	09/11/2019
ID00451	0	13/11/2019
ID00452	0	01/11/2019
ID00453	0	09/11/2019
ID00454	0	08/11/2019
ID00455	0	06/11/2019
ID00457	0	09/11/2019
ID00458	0	11/11/2019
ID00459	0	12/11/2019
ID00460	0	10/11/2019
ID00461	0	08/11/2019
ID00462	0	07/11/2019
ID00463	0	07/11/2019
ID00464	0	06/11/2019
ID00465	0	13/11/2019
ID00466	0	11/11/2019
ID00467	0	04/11/2019
ID00468	0	02/11/2019
ID00470	0	08/11/2019
ID00471	0	12/11/2019
ID00473	0	04/11/2019
ID00474	0	07/11/2019
ID00475	0	07/11/2019
ID00476	0	11/11/2019
ID00477	0	10/11/2019
ID00479	0	06/11/2019
ID00480	0	07/11/2019
ID00481	0	05/11/2019
ID00482	0	06/11/2019
ID00483	0	09/11/2019
ID00484	0	08/11/2019
ID00485	1	05/11/2019
ID00487	0	02/11/2019
ID00490	0	07/11/2019
ID00491	0	14/11/2019
ID00492	0	12/11/2019
ID00493	0	14/11/2019
ID00494	0	12/11/2019
ID00495	1	15/11/2019
ID00496	0	09/11/2019
ID00498	0	01/11/2019
ID00499	0	01/11/2019
ID00501	0	08/11/2019
ID00504	0	05/11/2019
ID00505	0	05/11/2019
ID00508	0	06/11/2019
ID00510	0	06/11/2019
ID00511	0	01/11/2019
ID00512	1	15/11/2019
ID00513	0	07/11/2019
ID00514	0	13/11/2019
ID00516	0	04/11/2019
ID00517	0	14/11/2019
ID00518	0	03/11/2019
ID00519	0	03/11/2019
ID00520	0	08/11/2019
ID00521	0	11/11/2019
ID00525	0	09/11/2019
ID00526	0	06/11/2019
ID00527	0	14/11/2019
ID00528	0	13/11/2019
ID00529	0	01/11/2019
ID00532	0	07/11/2019
ID00533	0	03/11/2019
ID00534	0	10/11/2019
ID00535	0	11/11/2019
ID00537	0	03/11/2019
ID00538	0	13/11/2019
ID00540	0	09/11/2019
ID00541	0	13/11/2019
ID00543	0	12/11/2019
ID00544	0	12/11/2019
ID00545	0	05/11/2019
ID00547	0	12/11/2019
ID00548	0	07/11/2019
ID00550	0	12/11/2019
ID00551	0	04/11/2019
ID00552	0	06/11/2019
ID00553	0	11/11/2019
ID00554	0	05/11/2019
ID00555	0	05/11/2019
ID00556	0	10/11/2019
ID00557	0	11/11/2019
ID00558	0	08/11/2019
ID00559	0	01/11/2019
ID00560	0	07/11/2019
ID00561	0	14/11/2019
ID00562	0	14/11/2019
ID00564	0	04/11/2019
ID00566	0	07/11/2019
ID00567	1	13/11/2019
ID00569	0	13/11/2019
ID00571	0	13/11/2019
ID00572	0	01/11/2019
ID00573	0	09/11/2019
ID00576	0	11/11/2019
ID00577	0	03/11/2019
ID00578	0	03/11/2019
ID00579	0	04/11/2019
ID00580	0	05/11/2019
ID00581	0	13/11/2019
ID00582	0	14/11/2019
ID00583	0	08/11/2019
ID00584	1	06/11/2019
ID00585	0	02/11/2019
ID00586	0	01/11/2019
ID00587	0	08/11/2019
ID00588	0	06/11/2019
ID00589	0	08/11/2019
ID00590	0	01/11/2019
ID00592	0	10/11/2019
ID00594	0	02/11/2019
ID00595	0	03/11/2019
ID00597	0	03/11/2019
ID00598	0	02/11/2019
ID00599	0	08/11/2019
ID00601	0	12/11/2019
ID00603	0	01/11/2019
ID00604	0	12/11/2019
ID00605	0	05/11/2019
ID00606	0	05/11/2019
ID00607	0	09/11/2019
ID00608	0	04/11/2019
ID00609	0	13/11/2019
ID00610	0	14/11/2019
ID00611	0	01/11/2019
ID00612	0	07/11/2019
ID00614	0	07/11/2019
ID00615	0	07/11/2019
ID00616	1	04/11/2019
ID00617	0	05/11/2019
ID00618	0	08/11/2019
ID00619	0	14/11/2019
ID00620	0	05/11/2019
ID00621	0	03/11/2019
ID00622	0	13/11/2019
ID00624	0	09/11/2019
ID00626	0	06/11/2019
ID00627	0	02/11/2019
ID00629	0	01/11/2019
ID00630	1	12/11/2019
ID00631	0	02/11/2019
ID00633	1	04/11/2019
ID00634	0	13/11/2019
ID00635	0	14/11/2019
ID00638	0	10/11/2019
ID00640	0	02/11/2019
ID00641	0	14/11/2019
ID00643	0	06/11/2019
ID00645	0	02/11/2019
ID00646	0	06/11/2019
ID00648	1	04/11/2019
ID00650	0	09/11/2019
ID00652	0	04/11/2019
ID00654	0	07/11/2019
ID00655	0	05/11/2019
ID00656	0	01/11/2019
ID00657	0	04/11/2019
ID00658	0	09/11/2019
ID00661	0	14/11/2019
ID00662	0	05/11/2019
ID00663	0	11/11/2019
ID00664	0	04/11/2019
ID00666	0	10/11/2019
ID00668	1	13/11/2019
ID00669	0	14/11/2019
ID00671	0	01/11/2019
ID00674	0	10/11/2019
ID00675	0	06/11/2019
ID00676	0	03/11/2019
ID00678	0	04/11/2019
ID00679	0	07/11/2019
ID00680	0	02/11/2019
ID00681	0	07/11/2019
ID00682	0	13/11/2019
ID00683	0	06/11/2019
ID00684	0	07/11/2019
ID00685	0	11/11/2019
ID00687	0	06/11/2019
ID00688	0	13/11/2019
ID00689	0	03/11/2019
ID00691	0	14/11/2019
ID00692	0	08/11/2019
ID00693	0	14/11/2019
ID00695	0	08/11/2019
ID00696	0	03/11/2019
ID00698	0	06/11/2019
ID00699	0	13/11/2019
ID00702	0	14/11/2019
ID00704	0	01/11/2019
ID00705	0	05/11/2019
ID00707	0	13/11/2019
ID00708	0	13/11/2019
ID00710	0	03/11/2019
ID00711	0	03/11/2019
ID00712	0	05/11/2019
ID00713	0	14/11/2019
ID00715	0	06/11/2019
ID00717	0	04/11/2019
ID00718	0	14/11/2019
ID00719	0	05/11/2019
ID00721	0	13/11/2019
ID00722	0	08/11/2019
ID00723	0	12/11/2019
ID00724	0	05/11/2019
ID00725	0	11/11/2019
ID00727	0	03/11/2019
ID00728	0	13/11/2019
ID00729	1	09/11/2019
ID00730	1	12/11/2019
ID00732	0	08/11/2019
ID00733	0	03/11/2019
ID00735	0	06/11/2019
ID00736	0	04/11/2019
ID00737	0	08/11/2019
ID00741	0	05/11/2019
ID00742	0	02/11/2019
ID00743	0	05/11/2019
ID00744	0	10/11/2019
ID00745	0	12/11/2019
ID00746	1	12/11/2019
ID00747	0	02/11/2019
ID00748	0	12/11/2019
ID00750	0	01/11/2019
ID00751	0	03/11/2019
ID00752	0	09/11/2019
ID00754	0	07/11/2019
ID00755	0	14/11/2019
ID00756	0	07/11/2019
ID00759	1	07/11/2019
ID00760	0	05/11/2019
ID00761	0	14/11/2019
ID00762	0	05/11/2019
ID00763	1	05/11/2019
ID00764	0	05/11/2019
ID00765	0	06/11/2019
ID00766	0	12/11/2019
ID00770	0	09/11/2019
ID00771	0	10/11/2019
ID00772	0	07/11/2019
ID00773	0	10/11/2019
ID00775	0	06/11/2019
ID00776	1	04/11/2019
ID00778	0	01/11/2019
ID00780	0	09/11/2019
ID00781	0	12/11/2019
ID00782	0	10/11/2019
ID00783	0	09/11/2019
ID00784	0	05/11/2019
ID00786	0	07/11/2019
ID00787	0	14/11/2019
ID00788	0	06/11/2019
ID00789	0	04/11/2019
ID00790	0	12/11/2019
ID00793	0	02/11/2019
ID00794	0	09/11/2019
ID00795	0	08/11/2019
ID00796	0	04/11/2019
ID00798	0	05/11/2019
ID00799	0	04/11/2019
ID00801	0	13/11/2019
ID00802	0	04/11/2019
ID00803	0	03/11/2019
ID00804	0	01/11/2019
ID00805	0	05/11/2019
ID00806	0	06/11/2019
ID00807	0	03/11/2019
ID00808	0	13/11/2019
ID00809	0	14/11/2019
ID00810	0	06/11/2019
ID00812	0	06/11/2019
ID00813	0	02/11/2019
ID00814	0	02/11/2019
ID00817	0	12/11/2019
ID00820	0	07/11/2019
ID00821	0	13/11/2019
ID00822	0	14/11/2019
ID00823	0	06/11/2019
ID00825	0	01/11/2019
ID00826	0	05/11/2019
ID00828	0	14/11/2019
ID00830	1	08/11/2019
ID00831	0	14/11/2019
ID00832	0	08/11/2019
ID00833	1	15/11/2019
ID00835	0	11/11/2019
ID00837	0	06/11/2019
ID00838	0	04/11/2019
ID00839	0	11/11/2019
ID00840	0	06/11/2019
ID00841	0	08/11/2019
ID00842	0	11/11/2019
ID00843	0	11/11/2019
ID00844	0	09/11/2019
ID00845	0	14/11/2019
ID00848	0	11/11/2019
ID00849	0	04/11/2019
ID00850	0	08/11/2019
ID00851	0	06/11/2019
ID00853	0	05/11/2019
ID00854	0	01/11/2019
ID00855	0	08/11/2019
ID00856	0	03/11/2019
ID00859	0	01/11/2019
ID00860	0	11/11/2019
ID00861	0	06/11/2019
ID00862	0	05/11/2019
ID00865	0	08/11/2019
ID00867	0	05/11/2019
ID00868	0	06/11/2019
ID00869	0	07/11/2019
ID00874	0	06/11/2019
ID00879	0	03/11/2019
ID00880	0	03/11/2019
ID00881	0	12/11/2019
ID00882	0	01/11/2019
ID00885	0	01/11/2019
ID00886	0	09/11/2019
ID00887	0	14/11/2019
ID00889	0	06/11/2019
ID00890	0	08/11/2019
ID00892	0	02/11/2019
ID00898	0	04/11/2019
ID00899	0	10/11/2019
ID00901	1	07/11/2019
ID00902	0	10/11/2019
ID00903	0	06/11/2019
ID00906	0	06/11/2019
ID00908	0	05/11/2019
ID00910	0	04/11/2019
ID00913	0	01/11/2019
ID00914	0	01/11/2019
ID00915	0	02/11/2019
ID00916	0	10/11/2019
ID00917	0	06/11/2019
ID00918	0	01/11/2019
ID00919	0	13/11/2019
ID00920	0	01/11/2019
ID00922	0	04/11/2019
ID00924	0	04/11/2019
ID00926	1	01/11/2019
ID00927	0	13/11/2019
ID00928	0	01/11/2019
ID00930	0	09/11/2019
ID00932	0	01/11/2019
ID00935	1	06/11/2019
ID00936	0	13/11/2019
ID00938	0	04/11/2019
ID00939	0	13/11/2019
ID00941	0	04/11/2019
ID00943	0	11/11/2019
ID00944	0	03/11/2019
ID00945	0	09/11/2019
ID00947	0	04/11/2019
ID00948	0	11/11/2019
ID00949	0	10/11/2019
ID00951	0	08/11/2019
ID00953	0	10/11/2019
ID00955	0	05/11/2019
ID00957	0	06/11/2019
ID00958	0	01/11/2019
ID00959	0	12/11/2019
ID00960	0	07/11/2019
ID00963	0	08/11/2019
ID00964	0	09/11/2019
ID00966	0	13/11/2019
ID00967	0	05/11/2019
ID00968	0	11/11/2019
ID00971	0	14/11/2019
ID00972	0	11/11/2019
ID00973	0	02/11/2019
ID00974	0	10/11/2019
ID00975	0	06/11/2019
ID00977	0	12/11/2019
ID00978	0	01/11/2019
ID00979	1	12/11/2019
ID00980	0	04/11/2019
ID00982	0	02/11/2019
ID00983	0	08/11/2019
ID00984	0	11/11/2019
ID00985	0	14/11/2019
ID00986	0	13/11/2019
ID00987	0	05/11/2019
ID00988	0	07/11/2019
ID00990	1	02/11/2019
ID00991	0	08/11/2019
ID00992	0	05/11/2019
ID00994	1	12/11/2019
ID00995	0	03/11/2019
ID00996	0	04/11/2019
ID00997	0	12/11/2019
ID00998	0	06/11/2019
ID01000	0	13/11/2019
ID01004	0	12/11/2019
ID01006	0	06/11/2019
ID01009	0	04/11/2019
ID01010	0	07/11/2019
ID01011	0	11/11/2019
ID01012	0	04/11/2019
ID01013	0	11/11/2019
ID01015	0	06/11/2019
ID01016	0	07/11/2019
ID01017	0	04/11/2019
ID01018	0	09/11/2019
ID01019	0	04/11/2019
ID01020	0	03/11/2019
ID01021	0	06/11/2019
ID01023	0	14/11/2019
ID01024	0	10/11/2019
ID01025	0	04/11/2019
ID01028	0	06/11/2019
ID01030	0	09/11/2019
ID01032	0	06/11/2019
ID01033	0	02/11/2019
ID01034	0	09/11/2019
ID01035	0	06/11/2019
ID01036	0	08/11/2019
ID01039	0	06/11/2019
ID01040	0	12/11/2019
ID01041	0	03/11/2019
ID01042	0	09/11/2019
ID01043	0	05/11/2019
ID01044	0	06/11/2019
ID01048	0	01/11/2019
ID01049	0	05/11/2019
ID01052	0	13/11/2019
ID01053	0	08/11/2019
ID01054	0	08/11/2019
ID01055	0	05/11/2019
ID01057	0	04/11/2019
ID01058	0	02/11/2019
ID01060	0	14/11/2019
ID01061	0	10/11/2019
ID01062	0	03/11/2019
ID01063	0	04/11/2019
ID01064	0	07/11/2019
ID01065	0	09/11/2019
ID01066	0	08/11/2019
ID01067	0	13/11/2019
ID01068	0	05/11/2019
ID01069	0	02/11/2019
ID01071	0	06/11/2019
ID01072	0	13/11/2019
ID01074	0	11/11/2019
ID01076	0	09/11/2019
ID01077	0	09/11/2019
ID01078	0	03/11/2019
ID01079	1	12/11/2019
ID01083	0	05/11/2019
ID01086	0	11/11/2019
ID01087	0	13/11/2019
ID01088	1	04/11/2019
ID01089	0	04/11/2019
ID01090	0	07/11/2019
ID01092	0	13/11/2019
ID01094	0	08/11/2019
ID01095	0	12/11/2019
ID01096	0	01/11/2019
ID01098	0	14/11/2019
ID01099	0	01/11/2019
ID01101	1	01/11/2019
ID01102	0	09/11/2019
ID01103	0	09/11/2019
ID01104	0	07/11/2019
ID01106	0	08/11/2019
ID01108	0	09/11/2019
ID01110	0	07/11/2019
ID01112	1	08/11/2019
ID01114	0	07/11/2019
ID01116	1	14/11/2019
ID01117	0	14/11/2019
ID01118	0	07/11/2019
ID01119	0	10/11/2019
ID01120	0	08/11/2019
ID01121	0	12/11/2019
ID01123	0	06/11/2019
ID01124	0	11/11/2019
ID01126	0	13/11/2019
ID01127	0	05/11/2019
ID01128	0	05/11/2019
ID01129	0	11/11/2019
ID01130	0	01/11/2019
ID01131	0	08/11/2019
ID01132	0	07/11/2019
ID01133	0	08/11/2019
ID01134	0	11/11/2019
ID01135	0	07/11/2019
ID01136	0	11/11/2019
ID01138	0	14/11/2019
ID01139	0	02/11/2019
ID01140	0	01/11/2019
ID01141	1	09/11/2019
ID01142	0	06/11/2019
ID01144	0	05/11/2019
ID01145	0	14/11/2019
ID01146	0	07/11/2019
ID01148	0	13/11/2019
ID01151	0	07/11/2019
ID01152	0	01/11/2019
ID01155	0	10/11/2019
ID01157	0	09/11/2019
ID01158	0	13/11/2019
ID01159	0	02/11/2019
ID01160	0	11/11/2019
ID01161	0	11/11/2019
ID01163	0	11/11/2019
ID01165	0	10/11/2019
ID01168	0	01/11/2019
ID01170	0	13/11/2019
ID01172	0	12/11/2019
ID01173	0	10/11/2019
ID01176	0	09/11/2019
ID01177	0	10/11/2019
ID01178	0	07/11/2019
ID01179	0	01/11/2019
ID01180	0	13/11/2019
ID01181	0	03/11/2019
ID01182	0	11/11/2019
ID01183	0	05/11/2019
ID01186	0	05/11/2019
ID01188	0	01/11/2019
ID01191	1	12/11/2019
ID01192	0	13/11/2019
ID01193	1	01/11/2019
ID01194	1	15/11/2019
ID01196	1	15/11/2019
ID01197	0	12/11/2019
ID01198	0	05/11/2019
ID01200	0	08/11/2019
ID01201	0	04/11/2019
ID01203	0	02/11/2019
ID01204	0	12/11/2019
ID01205	0	04/11/2019
ID01206	0	01/11/2019
ID01208	0	04/11/2019
ID01209	0	13/11/2019
ID01210	0	08/11/2019
ID01211	0	05/11/2019
ID01212	0	05/11/2019
ID01213	0	04/11/2019
ID01214	0	06/11/2019
ID01215	0	02/11/2019
ID01217	0	04/11/2019
ID01220	0	11/11/2019
ID01221	1	07/11/2019
ID01223	0	07/11/2019
ID01224	0	12/11/2019
ID01225	0	06/11/2019
ID01226	0	08/11/2019
ID01227	0	08/11/2019
ID01228	0	08/11/2019
ID01231	1	07/11/2019
ID01232	0	03/11/2019
ID01233	1	15/11/2019
ID01234	0	07/11/2019
ID01235	0	07/11/2019
ID01236	0	13/11/2019
ID01239	0	05/11/2019
ID01240	0	07/11/2019
ID01241	0	10/11/2019
ID01242	0	02/11/2019
ID01243	0	09/11/2019
ID01244	0	02/11/2019
ID01246	0	06/11/2019
ID01247	0	05/11/2019
ID01248	0	07/11/2019
ID01249	0	12/11/2019
ID01251	0	14/11/2019
ID01252	0	10/11/2019
ID01255	0	12/11/2019
ID01257	1	12/11/2019
ID01258	0	08/11/2019
ID01259	0	12/11/2019
ID01261	0	03/11/2019
ID01262	0	04/11/2019
ID01264	0	07/11/2019
ID01266	0	09/11/2019
ID01267	0	10/11/2019
ID01268	0	01/11/2019
ID01269	0	07/11/2019
ID01270	0	06/11/2019
ID01271	0	12/11/2019
ID01272	0	06/11/2019
ID01273	0	08/11/2019
ID01276	0	14/11/2019
ID01277	0	02/11/2019
ID01278	1	07/11/2019
ID01279	0	04/11/2019
ID01280	0	12/11/2019
ID01281	0	14/11/2019
ID01283	0	09/11/2019
ID01284	0	05/11/2019
ID01285	0	06/11/2019
ID01286	0	09/11/2019
ID01287	0	12/11/2019
ID01288	0	14/11/2019
ID01289	0	06/11/2019
ID01290	0	12/11/2019
ID01291	0	13/11/2019
ID01292	0	09/11/2019
ID01293	0	06/11/2019
ID01294	1	05/11/2019
ID01295	0	07/11/2019
ID01298	0	13/11/2019
ID01299	0	13/11/2019
ID01300	1	12/11/2019
ID01301	0	02/11/2019
ID01302	0	11/11/2019
ID01304	0	13/11/2019
ID01305	0	07/11/2019
ID01306	0	04/11/2019
ID01307	0	11/11/2019
ID01308	1	04/11/2019
ID01310	0	08/11/2019
ID01311	0	11/11/2019
ID01312	1	01/11/2019
ID01315	0	05/11/2019
ID01316	0	14/11/2019
ID01317	0	09/11/2019
ID01318	0	10/11/2019
ID01319	0	09/11/2019
ID01320	0	13/11/2019
ID01321	0	07/11/2019
ID01322	0	13/11/2019
ID01323	0	07/11/2019
ID01325	0	05/11/2019
ID01326	0	13/11/2019
ID01328	0	05/11/2019
ID01331	0	08/11/2019
ID01333	1	06/11/2019
ID01334	0	07/11/2019
ID01335	0	01/11/2019
ID01336	0	02/11/2019
ID01337	0	10/11/2019
ID01338	0	08/11/2019
ID01339	0	02/11/2019
ID01340	0	14/11/2019
ID01341	0	02/11/2019
ID01342	0	05/11/2019
ID01343	0	05/11/2019
ID01344	0	04/11/2019
ID01345	1	04/11/2019
ID01347	1	04/11/2019
ID01348	1	09/11/2019
ID01350	0	05/11/2019
ID01352	0	06/11/2019
ID01353	1	07/11/2019
ID01358	0	03/11/2019
ID01359	0	12/11/2019
ID01360	0	09/11/2019
ID01362	0	11/11/2019
ID01363	0	04/11/2019
ID01364	0	03/11/2019
ID01365	0	14/11/2019
ID01366	0	09/11/2019
ID01367	1	04/11/2019
ID01372	0	14/11/2019
ID01374	0	01/11/2019
ID01375	0	02/11/2019
ID01376	0	14/11/2019
ID01377	0	09/11/2019
ID01378	0	11/11/2019
ID01379	0	08/11/2019
ID01380	0	05/11/2019
ID01381	0	14/11/2019
ID01382	1	09/11/2019
ID01383	0	10/11/2019
ID01384	0	12/11/2019
ID01385	0	12/11/2019
ID01386	0	04/11/2019
ID01388	1	07/11/2019
ID01389	0	07/11/2019
ID01390	0	06/11/2019
ID01391	0	11/11/2019
ID01392	0	03/11/2019
ID01393	0	10/11/2019
ID01395	0	12/11/2019
ID01396	0	07/11/2019
ID01397	0	09/11/2019
ID01400	0	11/11/2019
ID01401	0	12/11/2019
ID01402	0	14/11/2019
ID01403	0	05/11/2019
ID01405	0	14/11/2019
ID01406	0	02/11/2019
ID01407	0	02/11/2019
ID01408	0	09/11/2019
ID01410	0	11/11/2019
ID01411	0	09/11/2019
ID01413	0	13/11/2019
