ID	TARGET	EVENT_DATE
ID00352	1	14/09/2019
ID00353	0	
ID00354	1	26/10/2019
ID00355	1	10/09/2019
ID00356	0	
ID00357	0	
ID00358	1	10/09/2019
ID00359	0	
ID00360	1	17/09/2019
ID00361	1	09/09/2019
ID00362	0	
ID00363	0	
ID00364	1	14/11/2019
ID00365	0	
ID00366	0	
ID00367	0	
ID00368	1	05/10/2019
ID00369	0	
ID00370	1	21/10/2019
ID00371	1	22/10/2019
ID00372	0	
ID00373	0	
ID00374	1	19/09/2019
ID00375	0	
ID00376	1	29/10/2019
ID00377	0	
ID00378	1	16/09/2019
ID00379	0	
ID00380	0	
ID00381	0	
ID00382	0	
ID00383	1	04/11/2019
ID00384	1	30/10/2019
ID00385	0	
ID00386	1	11/10/2019
ID00387	1	07/10/2019
ID00388	1	02/09/2019
ID00389	0	
ID00390	1	03/10/2019
ID00391	0	
ID00392	0	
ID00393	1	02/10/2019
ID00394	0	
ID00395	0	
ID00396	0	
ID00397	0	
ID00398	1	19/09/2019
ID00399	1	23/09/2019
ID00400	0	
ID00401	0	
ID00402	0	
ID00403	1	30/11/2019
ID00404	0	
ID00405	0	
ID00406	1	03/09/2019
ID00407	1	04/09/2019
ID00408	0	
ID00409	0	
ID00410	0	
ID00411	0	
ID00412	0	
ID00413	1	14/10/2019
ID00414	1	24/10/2019
ID00415	0	
ID00416	0	
ID00417	1	07/10/2019
ID00418	0	
ID00419	1	01/11/2019
ID00420	0	
ID00421	1	07/09/2019
ID00422	0	
ID00423	0	
ID00424	1	09/09/2019
ID00425	1	01/11/2019
ID00426	0	
ID00427	1	25/10/2019
ID00428	1	25/10/2019
ID00429	0	
ID00430	0	
ID00431	1	28/10/2019
ID00432	0	
ID00433	0	
ID00434	0	
ID00435	1	30/11/2019
ID00436	1	28/09/2019
ID00437	1	28/10/2019
ID00438	1	10/10/2019
ID00439	1	11/11/2019
ID00440	1	03/10/2019
ID00441	0	
ID00442	1	31/10/2019
ID00443	0	
ID00444	1	04/11/2019
ID00445	0	
ID00446	1	21/09/2019
ID00447	1	12/09/2019
ID00448	1	07/09/2019
ID00449	0	
ID00450	0	
ID00451	0	
ID00452	0	
ID00453	0	
ID00454	0	
ID00455	0	
ID00456	1	09/09/2019
ID00457	0	
ID00458	0	
ID00459	0	
ID00460	0	
ID00461	0	
ID00462	0	
ID00463	0	
ID00464	0	
ID00465	0	
ID00466	0	
ID00467	0	
ID00468	0	
ID00469	1	21/10/2019
ID00470	0	
ID00471	0	
ID00472	1	12/10/2019
ID00473	1	28/11/2019
ID00474	0	
ID00475	0	
ID00476	0	
ID00477	0	
ID00478	1	30/09/2019
ID00479	0	
ID00480	0	
ID00481	0	
ID00482	0	
ID00483	0	
ID00484	1	16/11/2019
ID00485	1	05/11/2019
ID00486	1	24/09/2019
ID00487	0	
ID00488	1	08/10/2019
ID00489	1	23/09/2019
ID00490	0	
ID00491	1	22/11/2019
ID00492	0	
ID00493	1	29/11/2019
ID00494	1	22/11/2019
ID00495	1	15/11/2019
ID00496	0	
ID00497	1	01/10/2019
ID00498	0	
ID00499	0	
ID00500	1	07/09/2019
ID00501	1	29/11/2019
ID00502	1	06/09/2019
ID00503	1	04/10/2019
ID00504	0	
ID00505	0	
ID00506	1	15/10/2019
ID00507	1	11/10/2019
ID00508	0	
ID00509	1	11/09/2019
ID00510	0	
ID00511	0	
ID00512	1	15/11/2019
ID00513	0	
ID00514	0	
ID00515	1	25/09/2019
ID00516	0	
ID00517	0	
ID00518	0	
ID00519	1	19/11/2019
ID00520	0	
ID00521	0	
ID00522	1	23/09/2019
ID00523	1	28/10/2019
ID00524	1	28/10/2019
ID00525	0	
ID00526	1	26/11/2019
ID00527	0	
ID00528	0	
ID00529	0	
ID00530	1	17/09/2019
ID00531	1	31/10/2019
ID00532	0	
ID00533	0	
ID00534	0	
ID00535	0	
ID00536	1	19/10/2019
ID00537	1	28/11/2019
ID00538	0	
ID00539	1	26/09/2019
ID00540	0	
ID00541	0	
ID00542	1	02/10/2019
ID00543	0	
ID00544	0	
ID00545	0	
ID00546	1	23/09/2019
ID00547	0	
ID00548	0	
ID00549	1	19/09/2019
ID00550	0	
ID00551	0	
ID00552	0	
ID00553	0	
ID00554	0	
ID00555	0	
ID00556	0	
ID00557	0	
ID00558	0	
ID00559	0	
ID00560	0	
ID00561	0	
ID00562	0	
ID00563	1	13/09/2019
ID00564	0	
ID00565	1	18/09/2019
ID00566	1	26/11/2019
ID00567	1	13/11/2019
ID00568	1	05/10/2019
ID00569	0	
ID00570	1	03/10/2019
ID00571	0	
ID00572	0	
ID00573	0	
ID00574	1	07/10/2019
ID00575	1	04/10/2019
ID00576	0	
ID00577	0	
ID00578	0	
ID00579	0	
ID00580	0	
ID00581	0	
ID00582	0	
ID00583	0	
ID00584	1	06/11/2019
ID00585	0	
ID00586	1	29/11/2019
ID00587	1	25/11/2019
ID00588	0	
ID00589	0	
ID00590	0	
ID00591	1	14/09/2019
ID00592	0	
ID00593	1	05/09/2019
ID00594	0	
ID00595	0	
ID00596	1	07/10/2019
ID00597	0	
ID00598	0	
ID00599	0	
ID00600	1	09/09/2019
ID00601	0	
ID00602	1	12/10/2019
ID00603	1	22/11/2019
ID00604	0	
ID00605	0	
ID00606	0	
ID00607	1	23/11/2019
ID00608	0	
ID00609	0	
ID00610	0	
ID00611	0	
ID00612	0	
ID00613	1	16/09/2019
ID00614	0	
ID00615	0	
ID00616	1	04/11/2019
ID00617	0	
ID00618	1	16/11/2019
ID00619	0	
ID00620	0	
ID00621	0	
ID00622	0	
ID00623	1	19/09/2019
ID00624	0	
ID00625	1	18/10/2019
ID00626	0	
ID00627	0	
ID00628	1	03/10/2019
ID00629	0	
ID00630	1	12/11/2019
ID00631	0	
ID00632	1	11/09/2019
ID00633	1	04/11/2019
ID00634	0	
ID00635	0	
ID00636	1	12/09/2019
ID00637	1	16/09/2019
ID00638	0	
ID00639	1	08/10/2019
ID00640	0	
ID00641	0	
ID00642	1	10/10/2019
ID00643	0	
ID00644	1	06/09/2019
ID00645	0	
ID00646	0	
ID00647	1	21/09/2019
ID00648	1	04/11/2019
ID00649	1	27/09/2019
ID00650	1	26/11/2019
ID00651	1	11/10/2019
ID00652	0	
ID00653	1	22/10/2019
ID00654	0	
ID00655	0	
ID00656	0	
ID00657	0	
ID00658	0	
ID00659	1	24/10/2019
ID00660	1	01/10/2019
ID00661	0	
ID00662	0	
ID00663	0	
ID00664	0	
ID00665	1	21/09/2019
ID00666	0	
ID00667	1	23/10/2019
ID00668	1	13/11/2019
ID00669	0	
ID00670	1	22/10/2019
ID00671	0	
ID00672	1	20/09/2019
ID00673	1	11/10/2019
ID00674	0	
ID00675	0	
ID00676	0	
ID00677	1	01/10/2019
ID00678	0	
ID00679	0	
ID00680	0	
ID00681	0	
ID00682	0	
ID00683	0	
ID00684	0	
ID00685	0	
ID00686	1	12/09/2019
ID00687	0	
ID00688	1	22/11/2019
ID00689	0	
ID00690	1	30/10/2019
ID00691	0	
ID00692	0	
ID00693	0	
ID00694	1	05/09/2019
ID00695	0	
ID00696	0	
ID00697	1	24/10/2019
ID00698	0	
ID00699	1	27/11/2019
ID00700	1	25/10/2019
ID00701	1	17/10/2019
ID00702	0	
ID00703	1	26/10/2019
ID00704	0	
ID00705	0	
ID00706	1	09/09/2019
ID00707	1	25/11/2019
ID00708	0	
ID00709	1	21/10/2019
ID00710	0	
ID00711	0	
ID00712	0	
ID00713	0	
ID00714	1	19/10/2019
ID00715	0	
ID00716	1	18/10/2019
ID00717	0	
ID00718	1	21/11/2019
ID00719	0	
ID00720	1	17/10/2019
ID00721	0	
ID00722	0	
ID00723	1	20/11/2019
ID00724	0	
ID00725	0	
ID00726	1	07/09/2019
ID00727	0	
ID00728	0	
ID00729	1	09/11/2019
ID00730	1	12/11/2019
ID00731	1	01/10/2019
ID00732	0	
ID00733	0	
ID00734	1	26/10/2019
ID00735	0	
ID00736	0	
ID00737	1	29/11/2019
ID00738	1	26/10/2019
ID00739	1	25/09/2019
ID00740	1	30/09/2019
ID00741	0	
ID00742	0	
ID00743	0	
ID00744	0	
ID00745	1	22/11/2019
ID00746	1	12/11/2019
ID00747	0	
ID00748	0	
ID00749	1	23/09/2019
ID00750	1	18/11/2019
ID00751	0	
ID00752	0	
ID00753	1	13/09/2019
ID00754	0	
ID00755	0	
ID00756	0	
ID00757	1	07/09/2019
ID00758	1	12/10/2019
ID00759	1	07/11/2019
ID00760	0	
ID00761	0	
ID00762	0	
ID00763	1	05/11/2019
ID00764	0	
ID00765	1	20/11/2019
ID00766	0	
ID00767	1	24/10/2019
ID00768	1	11/09/2019
ID00769	1	28/10/2019
ID00770	0	
ID00771	0	
ID00772	0	
ID00773	0	
ID00774	1	26/10/2019
ID00775	0	
ID00776	1	04/11/2019
ID00777	1	09/09/2019
ID00778	0	
ID00779	1	06/09/2019
ID00780	0	
ID00781	0	
ID00782	1	18/11/2019
ID00783	0	
ID00784	0	
ID00785	1	24/09/2019
ID00786	0	
ID00787	0	
ID00788	1	21/11/2019
ID00789	0	
ID00790	0	
ID00791	1	07/09/2019
ID00792	1	06/09/2019
ID00793	0	
ID00794	0	
ID00795	0	
ID00796	0	
ID00797	1	09/10/2019
ID00798	1	26/11/2019
ID00799	0	
ID00800	1	09/10/2019
ID00801	0	
ID00802	0	
ID00803	1	29/11/2019
ID00804	0	
ID00805	0	
ID00806	1	19/11/2019
ID00807	0	
ID00808	0	
ID00809	0	
ID00810	0	
ID00811	1	10/10/2019
ID00812	0	
ID00813	0	
ID00814	0	
ID00815	1	03/10/2019
ID00816	1	05/09/2019
ID00817	0	
ID00818	1	18/09/2019
ID00819	1	19/10/2019
ID00820	0	
ID00821	1	29/11/2019
ID00822	0	
ID00823	0	
ID00824	1	12/10/2019
ID00825	0	
ID00826	0	
ID00827	1	20/09/2019
ID00828	0	
ID00829	1	28/10/2019
ID00830	1	08/11/2019
ID00831	0	
ID00832	0	
ID00833	1	15/11/2019
ID00834	1	30/09/2019
ID00835	0	
ID00836	1	05/10/2019
ID00837	0	
ID00838	0	
ID00839	0	
ID00840	0	
ID00841	0	
ID00842	0	
ID00843	0	
ID00844	0	
ID00845	0	
ID00846	1	28/09/2019
ID00847	1	09/09/2019
ID00848	0	
ID00849	0	
ID00850	0	
ID00851	1	23/11/2019
ID00852	1	30/09/2019
ID00853	0	
ID00854	0	
ID00855	0	
ID00856	1	16/11/2019
ID00857	1	14/10/2019
ID00858	1	20/09/2019
ID00859	0	
ID00860	0	
ID00861	0	
ID00862	0	
ID00863	1	27/09/2019
ID00864	1	12/09/2019
ID00865	0	
ID00866	1	18/09/2019
ID00867	0	
ID00868	0	
ID00869	0	
ID00870	1	14/10/2019
ID00871	1	19/09/2019
ID00872	1	31/10/2019
ID00873	1	05/10/2019
ID00874	0	
ID00875	1	27/09/2019
ID00876	1	03/09/2019
ID00877	1	01/10/2019
ID00878	1	09/09/2019
ID00879	0	
ID00880	0	
ID00881	0	
ID00882	0	
ID00883	1	10/10/2019
ID00884	1	10/09/2019
ID00885	0	
ID00886	0	
ID00887	0	
ID00888	1	18/10/2019
ID00889	0	
ID00890	0	
ID00891	1	31/10/2019
ID00892	0	
ID00893	1	24/10/2019
ID00894	1	13/09/2019
ID00895	1	29/10/2019
ID00896	1	28/10/2019
ID00897	1	24/09/2019
ID00898	0	
ID00899	0	
ID00900	1	12/10/2019
ID00901	1	07/11/2019
ID00902	0	
ID00903	0	
ID00904	1	10/09/2019
ID00905	1	10/10/2019
ID00906	0	
ID00907	1	25/10/2019
ID00908	0	
ID00909	1	14/10/2019
ID00910	0	
ID00911	1	04/10/2019
ID00912	1	28/10/2019
ID00913	0	
ID00914	0	
ID00915	0	
ID00916	0	
ID00917	0	
ID00918	0	
ID00919	0	
ID00920	0	
ID00921	1	17/09/2019
ID00922	0	
ID00923	1	27/09/2019
ID00924	0	
ID00925	1	22/10/2019
ID00926	1	01/11/2019
ID00927	0	
ID00928	0	
ID00929	1	01/10/2019
ID00930	0	
ID00931	1	12/09/2019
ID00932	0	
ID00933	1	14/09/2019
ID00934	1	07/09/2019
ID00935	1	06/11/2019
ID00936	1	25/11/2019
ID00937	1	20/09/2019
ID00938	1	29/11/2019
ID00939	0	
ID00940	1	10/10/2019
ID00941	0	
ID00942	1	21/09/2019
ID00943	0	
ID00944	0	
ID00945	0	
ID00946	1	07/10/2019
ID00947	0	
ID00948	0	
ID00949	0	
ID00950	1	25/09/2019
ID00951	1	18/11/2019
ID00952	1	21/09/2019
ID00953	0	
ID00954	1	28/09/2019
ID00955	0	
ID00956	1	12/09/2019
ID00957	0	
ID00958	0	
ID00959	0	
ID00960	0	
ID00961	1	02/10/2019
ID00962	1	21/10/2019
ID00963	0	
ID00964	0	
ID00965	1	15/10/2019
ID00966	0	
ID00967	0	
ID00968	0	
ID00969	1	01/10/2019
ID00970	1	07/09/2019
ID00971	0	
ID00972	0	
ID00973	0	
ID00974	0	
ID00975	0	
ID00976	1	11/09/2019
ID00977	0	
ID00978	0	
ID00979	1	12/11/2019
ID00980	0	
ID00981	1	07/09/2019
ID00982	0	
ID00983	0	
ID00984	0	
ID00985	0	
ID00986	0	
ID00987	0	
ID00988	0	
ID00989	1	02/10/2019
ID00990	1	02/11/2019
ID00991	0	
ID00992	0	
ID00993	1	19/10/2019
ID00994	1	12/11/2019
ID00995	0	
ID00996	0	
ID00997	1	28/11/2019
ID00998	1	22/11/2019
ID00999	1	09/09/2019
ID01000	0	
ID01001	1	19/10/2019
ID01002	1	26/09/2019
ID01003	1	04/10/2019
ID01004	0	
ID01005	1	12/10/2019
ID01006	0	
ID01007	1	08/10/2019
ID01008	1	07/10/2019
ID01009	0	
ID01010	0	
ID01011	0	
ID01012	0	
ID01013	0	
ID01014	1	24/09/2019
ID01015	0	
ID01016	0	
ID01017	0	
ID01018	0	
ID01019	0	
ID01020	0	
ID01021	0	
ID01022	1	16/09/2019
ID01023	0	
ID01024	0	
ID01025	0	
ID01026	1	14/10/2019
ID01027	1	16/09/2019
ID01028	0	
ID01029	1	10/09/2019
ID01030	0	
ID01031	1	23/10/2019
ID01032	0	
ID01033	0	
ID01034	0	
ID01035	0	
ID01036	0	
ID01037	1	10/09/2019
ID01038	1	24/10/2019
ID01039	0	
ID01040	0	
ID01041	0	
ID01042	0	
ID01043	0	
ID01044	0	
ID01045	1	08/10/2019
ID01046	1	12/09/2019
ID01047	1	26/09/2019
ID01048	0	
ID01049	0	
ID01050	1	05/09/2019
ID01051	1	13/09/2019
ID01052	0	
ID01053	1	21/11/2019
ID01054	0	
ID01055	0	
ID01056	1	05/10/2019
ID01057	0	
ID01058	0	
ID01059	1	07/10/2019
ID01060	0	
ID01061	0	
ID01062	0	
ID01063	0	
ID01064	0	
ID01065	0	
ID01066	1	22/11/2019
ID01067	0	
ID01068	0	
ID01069	0	
ID01070	1	05/09/2019
ID01071	0	
ID01072	0	
ID01073	1	18/09/2019
ID01074	0	
ID01075	1	13/09/2019
ID01076	1	18/11/2019
ID01077	0	
ID01078	0	
ID01079	1	12/11/2019
ID01080	1	22/10/2019
ID01081	1	05/10/2019
ID01082	1	26/10/2019
ID01083	0	
ID01084	1	12/09/2019
ID01085	1	27/09/2019
ID01086	0	
ID01087	0	
ID01088	1	04/11/2019
ID01089	0	
ID01090	0	
ID01091	1	15/10/2019
ID01092	0	
ID01093	1	08/10/2019
ID01094	0	
ID01095	0	
ID01096	0	
ID01097	1	17/10/2019
ID01098	0	
ID01099	0	
ID01100	1	25/10/2019
ID01101	1	01/11/2019
ID01102	1	25/11/2019
ID01103	0	
ID01104	1	25/11/2019
ID01105	1	17/09/2019
ID01106	0	
ID01107	1	15/10/2019
ID01108	0	
ID01109	1	03/09/2019
ID01110	0	
ID01111	1	04/09/2019
ID01112	1	08/11/2019
ID01113	1	31/10/2019
ID01114	0	
ID01115	1	03/09/2019
ID01116	1	14/11/2019
ID01117	0	
ID01118	0	
ID01119	0	
ID01120	0	
ID01121	0	
ID01122	1	11/10/2019
ID01123	0	
ID01124	0	
ID01125	1	07/10/2019
ID01126	0	
ID01127	0	
ID01128	0	
ID01129	0	
ID01130	0	
ID01131	0	
ID01132	0	
ID01133	1	30/11/2019
ID01134	0	
ID01135	0	
ID01136	0	
ID01137	1	12/09/2019
ID01138	0	
ID01139	0	
ID01140	0	
ID01141	1	09/11/2019
ID01142	0	
ID01143	1	24/10/2019
ID01144	0	
ID01145	0	
ID01146	0	
ID01147	1	07/09/2019
ID01148	0	
ID01149	1	08/10/2019
ID01150	1	07/09/2019
ID01151	0	
ID01152	0	
ID01153	1	07/09/2019
ID01154	1	05/10/2019
ID01155	0	
ID01156	1	09/09/2019
ID01157	0	
ID01158	1	22/11/2019
ID01159	1	18/11/2019
ID01160	0	
ID01161	0	
ID01162	1	02/10/2019
ID01163	0	
ID01164	1	30/09/2019
ID01165	0	
ID01166	1	03/09/2019
ID01167	1	26/09/2019
ID01168	0	
ID01169	1	01/10/2019
ID01170	0	
ID01171	1	03/09/2019
ID01172	0	
ID01173	0	
ID01174	1	15/10/2019
ID01175	1	28/09/2019
ID01176	0	
ID01177	0	
ID01178	0	
ID01179	0	
ID01180	0	
ID01181	0	
ID01182	0	
ID01183	0	
ID01184	1	30/09/2019
ID01185	1	05/10/2019
ID01186	1	18/11/2019
ID01187	1	03/09/2019
ID01188	0	
ID01189	1	07/10/2019
ID01190	1	14/10/2019
ID01191	1	12/11/2019
ID01192	0	
ID01193	1	01/11/2019
ID01194	1	15/11/2019
ID01195	1	31/10/2019
ID01196	1	15/11/2019
ID01197	0	
ID01198	0	
ID01199	1	29/10/2019
ID01200	0	
ID01201	1	30/11/2019
ID01202	1	25/09/2019
ID01203	0	
ID01204	0	
ID01205	0	
ID01206	0	
ID01207	1	14/09/2019
ID01208	0	
ID01209	0	
ID01210	0	
ID01211	0	
ID01212	0	
ID01213	1	25/11/2019
ID01214	0	
ID01215	0	
ID01216	1	21/10/2019
ID01217	0	
ID01218	1	20/09/2019
ID01219	1	14/10/2019
ID01220	0	
ID01221	1	07/11/2019
ID01222	1	24/09/2019
ID01223	0	
ID01224	1	28/11/2019
ID01225	0	
ID01226	0	
ID01227	0	
ID01228	0	
ID01229	1	09/09/2019
ID01230	1	05/10/2019
ID01231	1	07/11/2019
ID01232	0	
ID01233	1	15/11/2019
ID01234	0	
ID01235	0	
ID01236	0	
ID01237	1	30/10/2019
ID01238	1	07/09/2019
ID01239	0	
ID01240	0	
ID01241	0	
ID01242	0	
ID01243	0	
ID01244	0	
ID01245	1	26/09/2019
ID01246	0	
ID01247	0	
ID01248	1	25/11/2019
ID01249	0	
ID01250	1	19/10/2019
ID01251	1	26/11/2019
ID01252	0	
ID01253	1	23/09/2019
ID01254	1	05/10/2019
ID01255	0	
ID01256	1	30/09/2019
ID01257	1	12/11/2019
ID01258	0	
ID01259	0	
ID01260	1	12/10/2019
ID01261	0	
ID01262	0	
ID01263	1	28/10/2019
ID01264	0	
ID01265	1	31/10/2019
ID01266	0	
ID01267	0	
ID01268	0	
ID01269	0	
ID01270	0	
ID01271	0	
ID01272	0	
ID01273	1	22/11/2019
ID01274	1	16/09/2019
ID01275	1	03/09/2019
ID01276	0	
ID01277	0	
ID01278	1	07/11/2019
ID01279	0	
ID01280	0	
ID01281	0	
ID01282	1	14/10/2019
ID01283	0	
ID01284	0	
ID01285	0	
ID01286	0	
ID01287	0	
ID01288	0	
ID01289	1	21/11/2019
ID01290	0	
ID01291	0	
ID01292	0	
ID01293	0	
ID01294	1	05/11/2019
ID01295	0	
ID01296	1	08/10/2019
ID01297	1	28/10/2019
ID01298	1	18/11/2019
ID01299	0	
ID01300	1	12/11/2019
ID01301	0	
ID01302	0	
ID01303	1	02/10/2019
ID01304	0	
ID01305	0	
ID01306	0	
ID01307	0	
ID01308	1	04/11/2019
ID01309	1	20/09/2019
ID01310	0	
ID01311	0	
ID01312	1	01/11/2019
ID01313	1	10/09/2019
ID01314	1	28/09/2019
ID01315	0	
ID01316	1	18/11/2019
ID01317	1	18/11/2019
ID01318	0	
ID01319	0	
ID01320	0	
ID01321	0	
ID01322	0	
ID01323	0	
ID01324	1	14/10/2019
ID01325	0	
ID01326	0	
ID01327	1	23/10/2019
ID01328	0	
ID01329	1	14/10/2019
ID01330	1	19/10/2019
ID01331	0	
ID01332	1	08/10/2019
ID01333	1	06/11/2019
ID01334	0	
ID01335	0	
ID01336	0	
ID01337	0	
ID01338	0	
ID01339	0	
ID01340	0	
ID01341	0	
ID01342	0	
ID01343	0	
