ID	VAR1	VAR2	VAR3
ID00046	0.956430937	2.979998129	0.82074664
ID00047	0.679895786	3.492819653	0.03035157
ID00048	0.377218163	3.064343238	0.551900934
ID00049	0.516108858	4.851358014	1.954651492
ID00050	0.156140827	2.469129657	1.516826609
ID00051	0.490638363	4.953971568	1.838397032
ID00052	0.574216955	2.868047834	0.167929276
ID00053	0.399463467	3.566174349	0.068825626
ID00054	0.808488835	3.009014207	0.121227492
ID00055	0.941193166	2.596184426	0.964985403
ID00056	0.12495128	3.132566999	0.222719212
ID00057	0.115326536	2.476922384	0.705325127
ID00058	0.157185429	3.106480023	0.016072511
ID00059	0.458161561	3.837144183	0.693502624
ID00060	0.023445491	3.341535218	0.283006339
ID00061	0.922131801	2.554288631	0.689986074
ID00062	0.29642301	2.84820519	0.743094828
ID00063	0.47301154	3.507056025	0.240799912
ID00064	0.737513088	2.295769655	0.982385121
ID00065	0.344358779	2.438357031	0.043090403
ID00066	0.051773411	2.191232858	1.437747258
ID00067	0.196222039	4.513105259	0.813789577
ID00068	0.526498617	4.291092507	1.16831982
ID00069	0.096032729	4.488964401	0.363975395
ID00070	0.899614578	4.848288024	0.664161971
ID00071	0.853452165	4.164250733	0.95511401
ID00072	0.25619328	3.376754746	0.522123685
ID00073	0.14762716	2.601134404	0.077337926
ID00074	0.902948125	2.892771266	0.907891687
ID00075	0.377191055	3.113362095	0.589491252
ID00076	0.692878666	3.965808788	0.876817677
ID00077	0.15756503	4.394797975	0.484713898
ID00078	0.592498194	4.451784755	0.198779254
ID00079	0.810431905	2.442619789	0.236533341
ID00080	0.306246562	3.1489141	0.507910796
ID00081	0.64203519	3.291701755	0.658181718
ID00082	0.415720865	4.545482198	0.655955302
ID00083	0.620639289	4.780296607	0.789165947
ID00084	0.077964879	4.590609177	0.551284101
ID00085	0.916286195	4.438231391	1.281023524
ID00086	0.537355391	3.197021078	1.861361693
ID00087	0.280563526	4.991898787	1.490109079
ID00088	0.775227962	4.502001366	1.820869267
ID00089	0.312762242	3.306933362	1.169702992
ID00090	0.8948464	3.584774963	1.942388902
ID00091	0.59178282	2.713540053	1.968329386
ID00092	0.917296034	3.929249499	1.683818084
ID00093	0.509426926	2.609663454	1.757414283
ID00094	0.814001796	4.251310903	0.318993933
ID00095	0.904285132	4.082099428	0.550859377
ID00096	0.700251791	4.512613319	0.3940633
ID00097	0.313792145	2.521503806	0.24287565
ID00098	0.474773485	2.229968473	0.452917633
ID00099	0.301137362	3.198308114	0.267800176
ID00100	0.755369635	2.064468293	1.457602366
ID00101	0.247224761	3.887433595	0.803377677
ID00102	0.683167564	4.979428179	0.416095992
ID00103	0.402012638	2.254749473	0.824734533
ID00104	0.746578648	3.043636173	0.185572721
ID00105	0.757045103	4.808874627	0.800528026
ID00106	0.879386132	4.944845968	0.141915518
ID00107	0.516277236	2.906110497	1.347965627
ID00108	0.812528119	3.280175197	0.376017068
ID00109	0.425638557	4.063026155	0.083048793
ID00110	0.591952318	2.715306792	0.927186187
ID00111	0.909720633	3.240190455	0.428641291
ID00112	0.618423385	3.373371303	0.879504859
ID00113	0.49794445	3.074969123	0.662761197
ID00114	0.522421356	3.846033126	0.900095611
ID00115	0.896458128	2.514864754	0.871379312
ID00116	0.809232975	3.222222717	0.697052213
ID00117	0.531484372	2.507523084	0.564393856
ID00118	0.016059015	2.052573245	0.983677299
ID00119	0.128543921	3.784143194	0.757391815
ID00120	0.524203466	4.021618863	0.712426377
ID00121	0.317132106	2.553458705	0.551072337
ID00122	0.137389875	3.793771018	0.896408716
ID00123	0.802283576	3.543959529	0.327921361
ID00124	0.227749025	3.062971392	0.349001808
ID00125	0.045773624	2.377698602	0.964988339
ID00126	0.03605522	3.725096184	1.219422899
ID00127	0.305050397	3.504408408	1.159162942
ID00128	0.03272526	4.77196658	1.729625482
ID00129	0.019796074	4.792490121	0.689168511
ID00130	0.125663283	2.800586966	0.798782022
ID00131	0.83630545	3.636299607	1.38491332
ID00132	0.051580326	2.039893107	0.03418
ID00133	0.235807529	3.750131773	0.462066278
ID00134	0.017356341	3.59556785	0.827140474
ID00135	0.048574955	2.380374367	0.879757571
ID00136	0.764051739	3.990737584	0.591361156
ID00137	0.955624557	2.920469219	0.924352682
ID00138	0.60306359	3.994277048	1.072555257
ID00139	0.390457602	3.969703393	1.766715352
ID00140	0.548912227	3.018633177	0.917953627
ID00141	0.28284278	3.527083199	1.28066668
ID00142	0.728724232	2.414274193	0.174595948
ID00143	0.54062482	3.765572781	0.757144883
ID00144	0.1372711	3.151923641	0.873366768
ID00145	0.332277326	2.433973318	0.328938886
ID00146	0.954249216	3.664528962	0.763108856
ID00147	0.953605351	2.025644777	0.251527762
ID00148	0.859524646	2.972411305	0.018895889
ID00149	0.950316634	4.33189253	0.178254627
ID00150	0.986570742	4.519569812	0.849752882
ID00151	0.568563476	2.791963318	0.853164872
ID00152	0.773958652	4.567788233	0.777904648
ID00153	0.991418087	4.851420353	0.888528961
ID00154	0.894832783	2.934382333	0.282863528
ID00155	0.838326548	2.053237694	0.749566378
ID00156	0.004576301	2.76667045	0.723968519
ID00157	0.481851111	4.96353184	0.150003279
ID00158	0.658972294	2.787599625	0.466436978
ID00159	0.279453079	2.772866038	0.485189096
ID00160	0.551200394	3.049575551	0.37797256
ID00161	0.014142168	3.968734751	0.925978371
ID00162	0.146582309	4.685865162	1.155589654
ID00163	0.043121287	4.527235834	0.416837879
ID00164	0.584368321	2.684652224	0.71555629
ID00165	0.718022156	2.421442516	0.221186023
ID00166	0.143496881	2.792114191	0.043116381
ID00167	0.855508342	3.8870925	0.095129003
ID00168	0.031694223	2.650527028	1.24807818
ID00169	0.231413099	4.414115642	1.68485275
ID00170	0.576419334	2.519608584	0.325786767
ID00171	0.469169559	3.090322444	0.497230568
ID00172	0.59026768	3.230972392	1.782936488
ID00173	0.006297163	4.572805857	0.940536997
ID00174	0.96541939	3.639070119	0.696085165
ID00175	0.879918161	2.935261447	0.682639974
ID00176	0.18537016	4.07886455	0.975038469
ID00177	0.304046191	2.202002696	1.98865124
ID00178	0.784485333	2.379743435	0.172107185
ID00179	0.629211762	3.872276915	0.131809962
ID00180	0.17755727	4.694163177	1.776324479
ID00181	0.100889581	3.425816066	0.1101298
ID00182	0.174236188	4.36835607	0.213278504
ID00183	0.895766645	3.06288817	1.321221431
ID00184	0.762509146	2.109086558	0.396344955
ID00185	0.597109028	3.621174949	1.903476761
ID00186	0.705578622	3.213435885	0.215995043
ID00187	0.469944448	4.526729945	0.465734082
ID00188	0.520032341	2.348064273	0.508035736
ID00189	0.474941915	4.126262566	0.852815924
ID00190	0.181388579	3.177107576	0.177774487
ID00191	0.023295324	2.517537479	0.246074902
ID00192	0.784835438	3.921954688	0.250704653
ID00193	0.299642715	4.120722554	0.798477549
ID00194	0.513797783	2.823228228	0.333981932
ID00195	0.597795307	2.604759377	0.397019077
ID00196	0.896940164	3.772986816	0.984249802
ID00197	0.947184678	2.826665713	0.782077671
ID00198	0.97520897	2.065289671	1.086615016
ID00199	0.709664659	3.218930782	0.758499211
ID00200	0.893623465	2.389312182	0.307852487
ID00201	0.119285622	3.05094956	0.488290005
ID00202	0.724764463	2.340733024	0.441647061
ID00203	0.927460259	3.157339805	0.203181939
ID00204	0.014738319	2.073622845	0.194222074
ID00205	0.437479283	4.751273875	0.811264941
ID00206	0.901548085	2.073241392	0.317732976
ID00207	0.553490376	4.16038054	1.013998135
ID00208	0.934907494	4.215485306	0.068980408
ID00209	0.041079349	2.707845092	0.619093672
ID00210	0.491251314	3.800627528	0.379156333
ID00211	0.305819961	4.236816067	1.137434253
ID00212	0.917662779	2.236854356	1.563351956
ID00213	0.818498864	2.715329275	0.840276326
ID00214	0.019598757	2.096863059	0.18482311
ID00215	0.336158994	2.528105535	0.740506589
ID00216	0.05530356	4.758033651	0.699213565
ID00217	0.317313914	2.860366563	0.092461498
ID00218	0.341127279	2.582662311	0.442359788
ID00219	0.732555452	2.59693748	0.554742931
ID00220	0.381283035	3.118062626	0.734957174
ID00221	0.395118145	2.979320991	0.570199744
ID00222	0.523017108	3.115299591	0.324468326
ID00223	0.727119745	3.262527707	1.564517134
ID00224	0.142425848	2.648125301	1.818657076
ID00225	0.554856821	3.03034923	0.863689001
ID00226	0.225689394	4.092332117	0.00157434
ID00227	0.399891106	2.838670865	0.174742823
ID00228	0.694520236	4.584255388	0.743837801
ID00229	0.669236046	3.308591925	0.252567087
ID00230	0.934413363	4.915022464	0.132561566
ID00231	0.77832309	3.219568928	1.287692484
ID00232	0.265736486	2.269845547	0.554459951
ID00233	0.33375056	3.795638546	0.139146208
ID00234	0.76092365	3.019356261	0.819261835
ID00235	0.762202796	2.258345111	0.519162371
ID00236	0.580652377	2.210016607	1.614371104
ID00237	0.224822798	3.880382957	0.439325496
ID00238	0.861310925	2.513938281	0.561519285
ID00239	0.805241755	3.203983365	1.366515923
ID00240	0.331565254	3.316820759	0.011491935
ID00241	0.912495512	2.403274855	0.415872291
ID00242	0.630161163	3.611977695	0.148293243
ID00243	0.096442515	4.807520362	1.132758411
ID00244	0.267102843	2.110357451	1.007615327
ID00245	0.980831465	4.606591352	0.522588873
ID00246	0.381639556	4.732699846	0.979435364
ID00247	0.692934377	4.1167944	0.454225966
ID00248	0.828730007	3.399900688	1.294276111
ID00249	0.986344512	2.958509708	0.488624765
ID00250	0.791402498	4.498100898	0.939565093
ID00251	0.288242669	2.474092519	0.072131463
ID00252	0.17810654	2.658560693	0.838293263
ID00253	0.692630078	4.804576204	0.696737067
ID00254	0.843730575	3.794353144	0.038856687
ID00255	0.369235594	3.151612246	0.356062468
ID00256	0.659899561	2.738986949	0.089779133
ID00257	0.495956249	4.420994339	0.62660542
ID00258	0.886033962	3.680868997	1.676313545
ID00259	0.065743441	2.652716007	0.085617169
ID00260	0.496928419	4.018509835	0.527842203
ID00261	0.30215633	4.482079336	0.78962506
ID00262	0.018293178	4.515718701	0.059550725
ID00263	0.608520486	3.933046371	0.784477464
ID00264	0.809378191	4.063555753	0.251123228
ID00265	0.927856657	4.282847416	0.317568285
ID00266	0.723790545	2.015015546	0.910769089
ID00267	0.729583055	4.874877482	1.089488529
ID00268	0.283773148	3.911312862	0.380945821
ID00269	0.113028823	4.408095202	0.902353554
ID00270	0.137632505	2.37391893	0.75504578
ID00271	0.127015103	2.743308065	0.832701467
ID00272	0.496079119	4.617487063	0.719147472
ID00273	0.383964131	2.665962401	0.478014557
ID00274	0.192457175	4.759995248	0.507730904
ID00275	0.890534966	3.593590103	0.328245755
ID00276	0.234315085	2.424886916	1.456121492
ID00277	0.215287354	2.148677647	0.753932469
ID00278	0.821235034	4.785787858	0.833060456
ID00279	0.954291158	4.988695027	0.569579466
ID00280	0.192091664	3.093070484	0.171061298
ID00281	0.310959355	4.394800212	0.092777798
ID00282	0.510800846	4.749286295	0.648301188
ID00283	0.798011939	2.347902967	1.480043711
ID00284	0.456704658	2.022980647	0.9459476
ID00285	0.950868467	4.654901826	1.192329343
ID00286	0.074685987	4.683119958	0.043057771
ID00287	0.432260929	2.620959431	1.873177856
ID00288	0.24631631	3.170313498	0.347785865
ID00289	0.226665138	3.298227584	1.459680458
ID00290	0.68409388	3.206227617	0.926633035
ID00291	0.7097536	4.75465202	0.442959408
ID00292	0.63012065	2.192742122	0.32376777
ID00293	0.881722905	4.906721718	1.38609414
ID00294	0.036299243	4.23155917	0.353930902
ID00295	0.646191855	3.176920871	0.542892256
ID00296	0.710928316	4.674986328	0.376264554
ID00297	0.726200708	2.95949133	0.115320419
ID00298	0.884567966	4.802982554	0.100404557
ID00299	0.932503914	2.477683197	0.001694057
ID00300	0.116711228	3.237827683	0.531499737
ID00301	0.24328938	2.608183023	0.661174455
ID00302	0.664869446	3.886711517	0.095058152
ID00303	0.726909413	3.131248334	0.453176816
ID00304	0.214182198	2.247787205	0.133757245
ID00305	0.504013999	4.209641441	1.757753725
ID00306	0.396458289	4.025606739	0.161496295
ID00307	0.737683157	3.430053205	0.206765609
ID00308	0.82787026	3.41975955	0.8837041
ID00309	0.264040208	2.461695421	0.768249984
ID00310	0.450350481	2.193226167	1.557522965
ID00311	0.003226617	4.80980157	0.479391257
ID00312	0.264374039	4.308780277	0.149427154
ID00313	0.643072662	2.007969269	0.786371004
ID00314	0.531377458	4.13736679	0.513037347
ID00315	0.971597354	3.701406261	1.116581581
ID00316	0.394505839	3.294235902	0.508892967
ID00317	0.04485435	3.371620189	0.683754342
ID00318	0.643846804	4.379095753	0.682343819
ID00319	0.955902965	2.056926384	1.940654134
ID00320	0.817020806	3.294127299	0.208368976
ID00321	0.180099919	4.617966021	0.370866741
ID00322	0.810344482	4.432808312	0.352784574
ID00323	0.474016139	4.74839875	0.428817045
ID00324	0.302573297	4.597269852	1.362352645
ID00325	0.998508504	4.551553327	0.71052044
ID00326	0.907856689	3.7690305	0.022765586
ID00327	0.472971781	2.282005096	1.523610378
ID00328	0.507497579	2.960982047	0.944319386
ID00329	0.680977349	2.564873396	0.675836193
ID00330	0.587858717	4.880928771	0.170344365
ID00331	0.13153672	3.295541267	0.71292653
ID00332	0.341127693	2.901148277	0.97856208
ID00333	0.664992431	3.45918238	0.028710942
ID00334	0.873552912	2.898906191	0.291859774
ID00335	0.105313104	2.288978475	0.182681802
ID00336	0.505777807	3.781219567	1.658485377
ID00337	0.743988889	3.506231643	0.644823713
ID00338	0.788261448	3.606962697	0.183616764
ID00339	0.321260589	2.449814841	0.980754181
ID00340	0.919850083	2.305186469	0.517052217
ID00341	0.241061197	2.462662085	0.886549885
ID00342	0.0961064	4.820650728	0.972860244
ID00343	0.39740877	2.306480509	0.105855606
ID00344	0.648562788	4.094676017	0.054528123
ID00345	0.133319357	4.814455187	0.275014145
ID00346	0.214024769	3.872778434	0.389846988
ID00347	0.380459344	4.935243901	0.010431464
ID00348	0.481118761	3.206581205	0.696824537
ID00349	0.66374222	4.224162003	0.57892452
ID00350	0.213522194	3.255219812	0.065650455
ID00351	0.192837717	3.498711454	0.097754866
ID00352	0.471704702	2.711625722	1.985097763
ID00353	0.461743583	2.454291588	0.516095881
ID00354	0.246354527	3.613479633	1.620429274
ID00355	0.206026521	4.923999125	0.161383778
ID00356	0.227397314	3.919500563	0.183923587
ID00357	0.849074144	4.620379872	0.945736742
ID00358	0.59335758	3.502002482	0.817543836
ID00359	0.44583372	4.450046218	0.097056932
ID00360	0.30218418	4.181633609	1.862701113
ID00361	0.56793245	3.334317235	0.904860842
ID00362	0.168067415	4.123936793	0.457710972
ID00363	0.217418918	4.459436051	0.865869081
ID00364	0.345585527	3.792148955	0.330416853
ID00365	0.453973397	4.022175717	0.591665369
ID00366	0.710458068	2.654930096	0.462257536
ID00367	0.955561498	4.551478113	0.217234036
ID00368	0.217961046	2.901715697	0.037283222
ID00369	0.197629734	3.367634701	0.687488243
ID00370	0.120009103	4.871049433	0.145455353
ID00371	0.793157827	3.352925145	0.770809575
ID00372	0.329185482	3.210390266	0.334997649
ID00373	0.471036333	3.74827134	0.786756462
ID00374	0.350545844	4.447507946	0.844630181
ID00375	0.115682201	3.504430254	0.544452814
ID00376	0.184390466	4.111883085	1.007073732
ID00377	0.071368941	2.263864287	0.665320915
ID00378	0.557482165	2.831736114	1.189682316
ID00379	0.49198963	2.720404145	0.926096329
ID00380	0.996717328	2.497539474	0.104124093
ID00381	0.47833482	3.104715585	0.08371972
ID00382	0.834623997	3.726107634	0.377185673
ID00383	0.420125907	3.620710968	1.104987578
ID00384	0.507558552	4.313239247	0.819902302
ID00385	0.237075226	2.020704129	0.319520793
ID00386	0.978590674	4.883307483	0.152465858
ID00387	0.182837161	2.409764913	0.749730185
ID00388	0.7454987	4.809791613	0.044309525
ID00389	0.365625136	4.466321623	0.747490291
ID00390	0.004857805	3.273753893	1.071779481
ID00391	0.012446296	3.192593132	0.432181139
ID00392	0.706135184	3.871962961	0.349923748
ID00393	0.884212457	2.69841294	1.028894227
ID00394	0.593632906	3.345022496	0.015453129
ID00395	0.143769696	4.008859173	0.272168494
ID00396	0.07343931	3.561855391	0.402812304
ID00397	0.750785276	3.421484251	0.196829386
ID00398	0.20208521	4.767737048	1.37219553
ID00399	0.951838355	2.557987789	1.584421079
ID00400	0.129027293	2.540084446	0.52695299
ID00401	0.019570229	3.004559027	0.055802904
ID00402	0.376972413	4.941154492	0.679164962
ID00403	0.055398491	2.166347851	0.567097243
ID00404	0.75699327	4.112020985	0.931238876
ID00405	0.580132959	3.713129051	0.911386613
ID00406	0.96409168	4.287323671	1.505799087
ID00407	0.08814951	4.871002903	1.793957211
ID00408	0.648023656	3.663747278	0.43277353
ID00409	0.137330857	2.573053323	0.715894155
ID00410	0.077930723	4.34058961	0.519413274
ID00411	0.952957837	2.69959178	0.459110639
ID00412	0.70834486	2.884964797	0.193230953
ID00413	0.756973582	3.561446497	0.692908444
ID00414	0.962492383	3.245809059	0.228624661
ID00415	0.251780815	4.45583883	0.441946643
ID00416	0.571897232	2.426335474	0.120184334
ID00417	0.21393499	4.155637366	0.623804073
ID00418	0.337105821	4.222073208	0.175679512
ID00419	0.473832069	3.776861196	1.856682639
ID00420	0.349375732	3.23235153	0.166212674
ID00421	0.467594713	4.223122654	1.052453351
ID00422	0.200158434	4.154173757	0.566808869
ID00423	0.367398586	4.853131386	0.409101208
ID00424	0.551415112	4.313899373	0.512976893
ID00425	0.585700098	4.562616707	1.657152338
ID00426	0.227777944	3.640080952	0.027717015
ID00427	0.435182263	2.08000571	1.664866742
ID00428	0.498384062	2.410515244	1.225075955
ID00429	0.899076476	4.080760917	0.730072678
ID00430	0.749790126	2.328660042	0.454600282
ID00431	0.512960693	4.167097361	0.598909319
ID00432	0.65383612	2.773569421	0.68918728
ID00433	0.113108956	4.013109607	0.453697824
ID00434	0.85954764	4.494307182	0.587459664
ID00435	0.618587917	2.100231666	0.846036074
ID00436	0.454169529	3.888696155	1.933896624
ID00437	0.237892352	3.513182524	0.431819715
ID00438	0.703478642	4.007926116	0.157656974
ID00439	0.545080403	3.893139341	1.614238471
ID00440	0.21803297	4.117654257	0.399298022
ID00441	0.538399298	3.618471971	0.606339171
ID00442	0.828843951	4.975527074	0.027874329
ID00443	0.937636054	2.104989376	0.724729613
ID00444	0.446720806	4.521181808	0.624752182
ID00445	0.94580108	4.860033268	0.720967562
ID00446	0.075385115	2.491240865	1.564663677
ID00447	0.943604946	2.494668118	1.578826744
ID00448	0.852298157	3.268520468	1.746418822
ID00449	0.19549415	3.32965144	0.260343171
ID00450	0.272542123	2.784203424	0.495834272
ID00451	0.100981174	4.511039642	0.376494755
ID00452	0.746501249	3.62705122	0.496485824
ID00453	0.185663097	2.417157344	0.415065895
ID00454	0.286358773	4.953691797	0.234835691
ID00455	0.038950094	4.94145869	0.863581441
ID00456	0.952693386	3.054595202	0.116579931
ID00457	0.583147086	2.104657461	0.190327193
ID00458	0.118350564	3.91005379	0.467946604
ID00459	0.04294109	4.336582087	0.72678968
ID00460	0.533679492	4.17792962	0.270375473
ID00461	0.521260923	4.267780481	0.236447782
ID00462	0.921119005	4.370461493	0.026164405
ID00463	0.965841275	3.828977248	0.17125725
ID00464	0.129882972	2.70821579	0.888559894
ID00465	0.577963587	2.329612251	0.664063729
ID00466	0.82181175	3.230894734	0.797551134
ID00467	0.716487694	3.8546424	0.337270829
ID00468	0.066109081	4.902214318	0.488324241
ID00469	0.909622756	4.946947989	1.947707576
ID00470	0.712118049	2.538371766	0.872959084
ID00471	0.955739077	2.760605132	0.615883637
ID00472	0.459630801	2.118001542	0.463322596
ID00473	0.60468512	4.275426113	0.508822295
ID00474	0.635338636	2.451549785	0.41263888
ID00475	0.091982978	3.94513318	0.440053074
ID00476	0.080043164	3.659939293	0.216531683
ID00477	0.983727402	2.592148571	0.045326126
ID00478	0.024087144	4.332655406	1.796418846
ID00479	0.541973292	2.933589353	0.138750756
ID00480	0.093791076	2.628916831	0.105156204
ID00481	0.050266808	3.956361779	0.999790175
ID00482	0.206444777	2.802277066	0.645544964
ID00483	0.061408269	3.176208092	0.894563268
ID00484	0.818021815	4.529969952	1.990807461
ID00485	0.231652825	3.187213326	0.22920823
ID00486	0.098753419	4.204220153	0.732587269
ID00487	0.221001042	4.093833806	0.04626454
ID00488	0.836399127	4.038534424	1.756888005
ID00489	0.716745052	2.674160882	0.865965251
ID00490	0.235477704	3.174212085	0.305751839
ID00491	0.600448147	4.835265638	1.681424625
ID00492	0.247939081	2.348112014	0.196732417
ID00493	0.815123204	2.047653439	1.518730344
ID00494	0.392004192	4.138902429	0.491549382
ID00495	0.759102362	4.953966896	1.487281528
ID00496	0.501954763	4.751487441	0.849048376
ID00497	0.712528168	2.630907846	0.876441489
ID00498	0.263029151	3.333485267	0.556961951
ID00499	0.807683584	4.8755643	0.468094607
ID00500	0.918404299	2.209213012	1.816963892
ID00501	0.46598938	3.53067202	0.733883712
ID00502	0.729729935	3.320296183	1.72530074
ID00503	0.672883389	3.029389207	0.044815678
ID00504	0.288236006	2.507823907	0.449445688
ID00505	0.360624107	3.886109305	0.459326859
ID00506	0.95980627	3.314251741	1.782964637
ID00507	0.994667213	4.012091782	0.3035888
ID00508	0.477416832	3.580689269	0.329682361
ID00509	0.159308354	2.224052249	1.439933312
ID00510	0.972597001	4.751811161	0.2572738
ID00511	0.908710131	3.471519285	0.150101987
ID00512	0.310562541	2.499347904	1.464543902
ID00513	0.645116726	4.794531369	0.542443589
ID00514	0.256357058	3.057801473	0.902624647
ID00515	0.277076065	4.127034861	1.542792668
ID00516	0.818949395	3.392953249	0.154307625
ID00517	0.044877351	2.470139927	0.618530443
ID00518	0.428757196	2.005484159	0.897905739
ID00519	0.466967586	4.486182045	1.563949582
ID00520	0.134958217	4.191222232	0.507150124
ID00521	0.836082374	3.218560796	0.058073311
ID00522	0.661833185	2.893425634	0.987968726
ID00523	0.858145759	2.153917622	0.988131468
ID00524	0.778264855	3.99303002	0.863638165
ID00525	0.178556578	2.442877245	0.510770729
ID00526	0.376783192	3.368598412	1.424679662
ID00527	0.909616588	4.284211133	0.119528578
ID00528	0.343567405	4.601079732	0.322219862
ID00529	0.708644721	2.462994881	0.782041174
ID00530	0.675692501	2.533244605	0.471135521
ID00531	0.824686761	4.095032379	1.337890068
ID00532	0.166638527	3.749138457	0.833428212
ID00533	0.045235389	4.03622304	0.971284777
ID00534	0.630642661	4.157871406	0.337489344
ID00535	0.164636618	3.125722536	0.153039467
ID00536	0.265503713	4.646075668	1.254934455
ID00537	0.975949393	4.228643412	1.065920379
ID00538	0.452552914	3.275946118	0.236636235
ID00539	0.514871134	2.691376857	1.736726831
ID00540	0.45762594	2.627894464	0.478319447
ID00541	0.478410505	2.157355856	0.330350868
ID00542	0.163074919	2.383384253	1.66070401
ID00543	0.538573486	4.854338932	0.555135388
ID00544	0.480856962	3.776660231	0.498531923
ID00545	0.684968627	4.672512766	0.343731323
ID00546	0.520578772	2.572142166	1.981298524
ID00547	0.177801466	4.904481221	0.269443802
ID00548	0.071546081	3.866610382	0.278995512
ID00549	0.564053438	2.573804887	1.632689357
ID00550	0.513981777	3.487487043	0.089056669
ID00551	0.531560659	2.618735613	0.822615705
ID00552	0.108403273	4.196993169	0.458709297
ID00553	0.141421707	4.7753444	0.579276019
ID00554	0.496787207	3.912066439	0.48901929
ID00555	0.017426947	2.33090346	0.874723893
ID00556	0.555885095	3.619588396	0.3147256
ID00557	0.339365176	2.029824911	0.504756603
ID00558	0.77552963	4.310937338	0.873862284
ID00559	0.954623413	4.843971835	0.920867747
ID00560	0.042008002	3.657510548	0.136887433
ID00561	0.660166992	4.66424485	0.811444775
ID00562	0.512602278	3.749419107	0.478008776
ID00563	0.41032899	3.901749531	0.828800478
ID00564	0.415211447	2.104373276	0.240961331
ID00565	0.659611432	3.721300036	0.202817094
ID00566	0.502976878	2.320074199	1.31996692
ID00567	0.195919958	3.708497525	1.0258294
ID00568	0.868717358	2.98306748	1.361051544
ID00569	0.74270218	3.65141552	0.0900858
ID00570	0.214334148	4.761423668	0.155343692
ID00571	0.029848995	4.854466324	0.659669285
ID00572	0.098223482	4.252811841	0.749501155
ID00573	0.926563869	2.958168091	0.34680809
ID00574	0.517412968	4.250119657	0.786712664
ID00575	0.397840884	4.555673073	0.936222922
ID00576	0.173933239	2.403765143	0.699420159
ID00577	0.068279715	4.916104394	0.477396058
ID00578	0.394938565	2.42404683	0.819844568
ID00579	0.715191339	2.143647259	0.950083307
ID00580	0.302139751	4.656786135	0.437982698
ID00581	0.119981282	2.86190591	0.264539466
ID00582	0.626717422	2.514876864	0.82116313
ID00583	0.954691796	4.843958874	0.66486487
ID00584	0.87771078	3.070225728	1.168695587
ID00585	0.545937124	3.348783468	0.574471765
ID00586	0.93040547	3.121858168	0.698190171
ID00587	0.349691586	2.534451261	1.25358593
ID00588	0.039129812	2.123705422	0.192374053
ID00589	0.480544254	3.438562655	0.739212331
ID00590	0.399716088	4.499655845	0.299520012
ID00591	0.442541817	2.108607599	1.839192892
ID00592	0.888580977	4.808932579	0.565509118
ID00593	0.887287766	4.346995269	1.513373028
ID00594	0.909110888	4.561658191	0.665199545
ID00595	0.229863643	4.896919041	0.610820522
ID00596	0.7316906	2.259116821	1.501286732
ID00597	0.586230625	3.124901422	0.006029097
ID00598	0.379422956	4.814003857	0.499960316
ID00599	0.803448582	2.030868696	0.263987545
ID00600	0.166564034	4.456869318	1.247340303
ID00601	0.799243329	4.963841099	0.247750335
ID00602	0.278197647	2.869529162	0.375373538
ID00603	0.286633796	2.564842921	0.159595592
ID00604	0.850609232	4.547907532	0.467704868
ID00605	0.446669551	2.444137678	0.265778497
ID00606	0.558938831	2.660348968	0.690815406
ID00607	0.140913706	4.637518596	1.382190806
