ID	VAR1	VAR2	VAR3
ID00123	0.0878087	4.243594938	0.136533639
ID00124	0.496352098	3.987579868	0.478753589
ID00125	0.721489422	4.24745615	0.465758282
ID00126	0.872545072	4.475596344	1.05634521
ID00127	0.354083534	3.515509099	0.939483688
ID00128	0.324733186	4.809973422	1.379539968
ID00129	0.481703904	4.494056813	0.313827893
ID00130	0.996772409	2.050732783	0.794422706
ID00131	0.837168768	2.205363209	0.019644057
ID00132	0.205088094	3.062638224	0.977511374
ID00133	0.060976614	4.869132742	0.813766219
ID00134	0.269184287	3.901956351	0.90526736
ID00135	0.784852939	3.015329848	0.117000195
ID00136	0.922750654	3.052399382	0.393137907
ID00137	0.082243171	2.951033316	0.964960825
ID00138	0.963921294	2.568110816	0.049329038
ID00139	0.004407355	3.138314226	1.125347907
ID00140	0.354377269	2.54783671	1.770555355
ID00141	0.427258239	4.147436097	0.985428044
ID00142	0.565199745	4.213555574	0.34971635
ID00143	0.370774027	3.928274131	1.325857668
ID00144	0.087804633	4.502524906	0.431184317
ID00145	0.84724329	2.839742776	0.181841936
ID00146	0.221088029	3.673972718	0.15262953
ID00147	0.782957469	4.583262386	1.877290346
ID00148	0.326906455	3.088929707	1.817964598
ID00149	0.064739745	2.932152656	0.572825096
ID00150	0.991528403	2.129044599	1.326532677
ID00151	0.250083872	4.773574552	0.792594193
ID00152	0.47894668	3.879686546	1.916757406
ID00153	0.45737804	3.252944326	0.019135193
ID00154	0.201585653	4.400688133	0.331623104
ID00155	0.01375513	4.514676034	0.640681867
ID00156	0.183315722	4.198678821	0.441336527
ID00157	0.333189399	2.0704068	0.637638598
ID00158	0.479824918	2.679732566	0.594659083
ID00159	0.14564445	2.62674698	0.513187231
ID00160	0.996704204	2.694475326	0.04527159
ID00161	0.821077759	4.428808475	1.591462943
ID00162	0.419960252	2.086540988	0.711937413
ID00163	0.819163342	3.50805032	0.681468012
ID00164	0.221188342	2.361520256	0.291617036
ID00165	0.07732798	2.049464305	0.639970745
ID00166	0.799066672	3.40084236	0.650554448
ID00167	0.364408461	3.867384965	0.123966125
ID00168	0.208138449	4.316714238	0.454643154
ID00169	0.484824004	3.858923464	1.989787215
ID00170	0.754098151	3.263746157	0.997959797
ID00171	0.766031257	3.796131244	0.776145455
ID00172	0.114831083	3.024644093	0.797635179
ID00173	0.238512172	3.875310631	1.718282788
ID00174	0.431494689	3.52915043	0.541047501
ID00175	0.794429217	4.123296373	0.715617353
ID00176	0.978224147	4.615582094	0.239848411
ID00177	0.217953098	3.013366908	0.06418052
ID00178	0.454316071	2.581211794	1.529676967
ID00179	0.170711039	3.095598546	0.148124386
ID00180	0.051783179	4.526061169	0.343231719
ID00181	0.517029958	4.045494356	0.152936829
ID00182	0.149296837	4.182329129	1.561977829
ID00183	0.876898584	3.292687242	0.999222005
ID00184	0.510795711	3.351568646	0.718458141
ID00185	0.349391275	4.937500286	0.197503984
ID00186	0.419931143	3.600210525	0.994699696
ID00187	0.43252648	3.575556251	0.207698343
ID00188	0.448100676	4.942116763	0.204647924
ID00189	0.469056641	3.595228732	0.877895924
ID00190	0.940675491	4.164935998	0.645886093
ID00191	0.448656426	3.29346253	0.393097695
ID00192	0.953114809	3.620444435	0.937713433
ID00193	0.665833402	4.49275617	0.68025517
ID00194	0.0726283	3.333953385	0.872768783
ID00195	0.901078923	4.299379974	0.627621033
ID00196	0.100839097	3.648002468	0.802413183
ID00197	0.013884401	4.066818915	0.87773289
ID00198	0.310032731	2.494221495	0.152436162
ID00199	0.002083855	4.057623191	0.706367331
ID00200	0.223042381	2.776989294	0.241621503
ID00201	0.074993288	4.099862077	0.251924004
ID00202	0.98565292	3.617392045	0.238401876
ID00203	0.797377558	4.104604146	0.88182361
ID00204	0.013671288	4.329813185	0.915769936
ID00205	0.176722316	4.653676249	0.605055306
ID00206	0.505795584	4.080939442	0.532237261
ID00207	0.079291329	3.700204729	1.657644964
ID00208	0.609991013	2.899907596	0.326520351
ID00209	0.844754557	3.825341405	0.310168531
ID00210	0.013146505	3.640268977	0.218297382
ID00211	0.17021219	2.164368333	0.63515656
ID00212	0.736100871	2.943246472	0.29172308
ID00213	0.527648773	4.977146219	0.487436366
ID00214	0.372383277	2.475137818	0.831430067
ID00215	0.017486926	2.737489246	0.981040011
ID00216	0.918265194	2.456600698	0.907909435
ID00217	0.215283864	2.892409963	0.071092719
ID00218	0.995390436	3.498958353	0.586362672
ID00219	0.45864578	2.231864532	0.183672991
ID00220	0.54440657	2.151727911	1.019700251
ID00221	0.678743025	4.950745598	0.568518344
ID00222	0.367996364	4.103859702	0.204547858
ID00223	0.172039323	2.677596234	0.618471174
ID00224	0.537296413	3.707718228	0.432423957
ID00225	0.036835122	3.016854057	0.287909277
ID00226	0.448515081	3.045224286	0.324164331
ID00227	0.522029308	4.350054538	0.658295698
ID00228	0.696300639	4.585418352	1.938650239
ID00229	0.067945882	3.227158483	1.504899847
ID00230	0.813952233	2.00106911	0.500291324
ID00231	0.807786222	2.037951807	1.137207037
ID00232	0.254390255	4.075290329	0.514923187
ID00233	0.05986599	4.593883986	0.200460592
ID00234	0.446120304	3.542577834	0.507637449
ID00235	0.334697098	2.829999013	0.999219015
ID00236	0.350841488	4.733553118	0.594205634
ID00237	0.827957921	2.741029322	0.844333216
ID00238	0.697503267	4.771101427	0.65572757
ID00239	0.488703584	3.159648328	1.986844157
ID00240	0.411335446	3.979625436	0.853699923
ID00241	0.355881	4.461098694	0.823888345
ID00242	0.587133359	3.213286818	0.139469535
ID00243	0.070929016	4.115291486	1.493740223
ID00244	0.967375949	3.31632318	1.35315425
ID00245	0.164770145	3.535026768	0.588294335
ID00246	0.985740117	4.942594152	0.789560376
ID00247	0.706668159	4.469194021	1.567216867
ID00248	0.412493731	3.989615441	0.771998633
ID00249	0.48485621	4.896278452	0.721691318
ID00250	0.759023252	2.110282103	1.021951383
ID00251	0.149445086	4.01824063	0.207271157
ID00252	0.276942898	2.270123529	0.924510408
ID00253	0.049814453	2.770486469	0.672954151
ID00254	0.543420063	4.330374752	0.768849397
ID00255	0.125500804	4.752513412	0.503154431
ID00256	0.042358266	3.907436181	0.44460771
ID00257	0.077462556	3.449814793	0.571761839
ID00258	0.935628956	2.760561806	0.376602667
ID00259	0.172343185	4.004924503	0.591383606
ID00260	0.43749335	2.58581364	0.257431703
ID00261	0.628153956	2.498337103	0.163407284
ID00262	0.684182631	4.429711706	0.193241644
ID00263	0.958816925	2.13496599	0.742433577
ID00264	0.351130659	4.023784805	0.37243506
ID00265	0.016712202	4.760504407	0.994605098
ID00266	0.248957549	3.740378027	0.441854333
ID00267	0.24130533	2.747797895	0.110338943
ID00268	0.277574704	2.051238434	0.436170751
ID00269	0.181143202	2.591148777	0.351618705
ID00270	0.172216333	3.029380005	0.667520139
ID00271	0.450472156	3.171900536	0.181222191
ID00272	0.492151988	4.24038354	0.320295708
ID00273	0.699594806	4.379663918	0.886701104
ID00274	0.622472999	2.073772707	0.504627123
ID00275	0.327888221	3.431757578	0.838742355
ID00276	0.91532443	3.444765675	1.142113836
ID00277	0.550941756	3.625236676	1.167720332
ID00278	0.994019624	3.977674597	0.825153269
ID00279	0.531352727	3.30325694	0.231876429
ID00280	0.950495496	4.381986976	0.517201665
ID00281	0.220512432	3.443553242	0.657334968
ID00282	0.860841127	3.49433577	0.300980527
ID00283	0.138985725	2.106545745	1.212435188
ID00284	0.088834981	2.694412435	0.423667492
ID00285	0.033925872	3.211968995	0.744711889
ID00286	0.774560365	3.370836289	0.689117589
ID00287	0.998224105	2.672583822	0.13819835
ID00288	0.689708713	2.015728033	0.890906699
ID00289	0.013551349	4.830627866	1.14141765
ID00290	0.739287124	2.206504165	0.382056258
ID00291	0.287329391	3.480438036	0.934583739
ID00292	0.769642186	3.476085215	0.94545532
ID00293	0.485559372	3.608207124	0.716060799
ID00294	0.355802879	2.093991441	0.704212067
ID00295	0.279503607	2.346562236	0.700417658
ID00296	0.875546961	4.477911419	0.32101738
ID00297	0.064683155	2.693461361	1.289769528
ID00298	0.727178395	2.653495732	0.884758377
ID00299	0.561604479	3.192164337	1.339989485
ID00300	0.422445137	2.368893279	0.428728305
ID00301	0.337419186	4.120482136	0.961317129
ID00302	0.364079175	4.893535778	0.333972842
ID00303	0.689277424	4.846146587	0.059434831
ID00304	0.740186194	3.942846311	0.398861193
ID00305	0.579220359	2.049332759	1.822617169
ID00306	0.58008054	2.036461146	0.314514625
ID00307	0.916120506	4.644360288	0.794266047
ID00308	0.550449089	4.94129131	0.139449209
ID00309	0.046935893	2.767733082	0.542367539
ID00310	0.354198953	3.109992107	1.572928539
ID00311	0.963758844	4.299860166	1.821180034
ID00312	0.132401693	2.499280751	0.026095897
ID00313	0.360906852	4.935132551	0.284527245
ID00314	0.130678138	4.7734001	0.310444966
ID00315	0.918599492	4.960623961	0.797447086
ID00316	0.790206931	2.027189167	0.444639593
ID00317	0.719738363	4.417828362	0.131189144
ID00318	0.057293507	2.158562072	1.683057001
ID00319	0.851882257	2.190067939	1.409926846
ID00320	0.292967776	4.734361755	0.034581443
ID00321	0.578107056	3.359522321	0.89775821
ID00322	0.87867282	4.459609158	0.94037532
ID00323	0.62798695	4.267509948	0.480636636
ID00324	0.409427546	2.09114596	1.992800455
ID00325	0.152893609	2.307441671	0.137395197
ID00326	0.629522615	4.026657379	0.08512343
ID00327	0.057286319	2.6788946	0.044294195
ID00328	0.250308268	2.16851258	0.951746725
ID00329	0.562086663	2.024492236	0.546995257
ID00330	0.874927086	4.06939991	0.703189635
ID00331	0.545566314	4.3905193	0.18244409
ID00332	0.058485505	4.792261248	0.387042256
ID00333	0.230352947	2.594951119	1.628744908
ID00334	0.787658528	2.356788347	1.953929617
ID00335	0.108492352	3.137970322	0.66783362
ID00336	0.822317602	4.222980869	0.626931193
ID00337	0.704863833	2.147553925	0.697796335
ID00338	0.091803858	2.927477209	0.282901743
ID00339	0.611690974	3.022464405	0.132698272
ID00340	0.882393003	2.741175813	0.024734108
ID00341	0.783981606	4.144758427	0.452144513
ID00342	0.870015177	2.139903447	0.860576044
ID00343	0.38502914	4.09009001	0.47284845
ID00344	0.891611487	4.803270627	0.193601424
ID00345	0.512038775	3.822705757	0.138246463
ID00346	0.688761837	3.496578083	1.057938167
ID00347	0.989036122	3.557835135	0.956305032
ID00348	0.713449289	2.374751362	0.243319233
ID00349	0.524926117	3.36985188	0.662562736
ID00350	0.301212569	2.513449937	0.149124781
ID00351	0.706973618	3.651999247	0.799224661
ID00352	0.725013704	3.842932455	1.766812677
ID00353	0.726578346	3.629858615	0.166664923
ID00354	0.811633978	4.729454711	1.704658119
ID00355	0.796070956	3.226831497	1.616145173
ID00356	0.831246183	2.165148642	0.817355508
ID00357	0.621332407	3.642346357	0.023429191
ID00358	0.468713964	3.095476922	0.136238406
ID00359	0.730180858	3.923035686	0.431961984
ID00360	0.629367044	2.977474483	1.522127896
ID00361	0.434185628	2.333213865	0.725345602
ID00362	0.305445583	3.225165445	0.156303995
ID00363	0.197428488	4.831742224	0.75967098
ID00364	0.668293376	2.234335984	1.018115266
ID00365	0.381124688	4.493844653	0.370511473
ID00366	0.334988747	2.187613149	0.161779234
ID00367	0.498782769	4.567121697	0.638580057
ID00368	0.352703337	4.552413703	1.502790737
ID00369	0.710459374	4.271771102	0.173200935
ID00370	0.007433264	2.696025826	0.152645143
ID00371	0.526055928	4.552857317	0.617361035
ID00372	0.425115411	3.955348753	0.272086665
ID00373	0.618877899	3.891506935	0.122925193
ID00374	0.232503542	4.06940683	0.814350597
ID00375	0.424941168	4.158464249	0.935050981
ID00376	0.988835418	2.420994125	0.254620746
ID00377	0.128751695	3.464850409	0.738298306
ID00378	0.907815688	3.631899185	1.09065396
ID00379	0.165818822	4.673448842	0.209941647
ID00380	0.719170219	2.024237543	0.697237991
ID00381	0.624027254	3.594847193	0.577003428
ID00382	0.310617927	3.183470338	0.278319449
ID00383	0.341918048	2.732273632	0.743054681
ID00384	0.120933279	2.304365467	1.238456108
ID00385	0.823015256	3.484547	0.626232026
ID00386	0.59635393	2.424504138	0.490964849
ID00387	0.346265299	3.627927739	0.198476128
ID00388	0.979979373	2.850080875	0.018561666
ID00389	0.766639822	4.625168466	0.51153201
ID00390	0.740664138	3.177620691	0.361943103
ID00391	0.175547793	2.440868908	0.386233777
ID00392	0.295171117	3.682104936	0.277799978
ID00393	0.021294157	4.07222057	0.846861573
ID00394	0.982842207	2.862481707	0.442125414
ID00395	0.68932766	3.532677928	0.579382789
ID00396	0.56425293	3.081447561	0.675969062
ID00397	0.992167695	4.27372054	0.808047314
ID00398	0.980514811	3.560350842	0.841889197
ID00399	0.949784471	3.934309731	1.814610651
ID00400	0.120058564	4.557614694	0.549191257
ID00401	0.803112557	3.019392979	0.782779727
ID00402	0.918265319	2.236154107	0.562558317
ID00403	0.775945727	4.874569236	0.174017725
ID00404	0.231913819	4.022232986	0.549954574
ID00405	0.536293989	2.847796545	0.306999815
ID00406	0.352997744	3.952301938	0.745607975
ID00407	0.058509203	4.909378561	1.992105558
ID00408	0.295456089	4.407690059	0.495142368
ID00409	0.665734162	4.7790103	0.575544358
ID00410	0.055453014	2.84996875	0.914699656
ID00411	0.75501488	4.87700394	0.518745238
ID00412	0.907184037	2.748801833	0.663701969
ID00413	0.620551205	4.311635446	1.039238892
ID00414	0.173575885	2.812900099	1.148107635
ID00415	0.289756298	4.155957258	0.323463775
ID00416	0.533513305	2.753931729	0.766201363
ID00417	0.314836685	2.793260587	1.938164475
ID00418	0.890093788	2.991456831	0.140950276
ID00419	0.163289219	4.436316507	0.19476677
ID00420	0.554327776	2.687355399	0.307124934
ID00421	0.448225642	4.528399751	1.004927867
ID00422	0.748657369	2.4941908	0.359993241
ID00423	0.489230343	3.535779649	0.999522412
ID00424	0.993282654	4.805453295	1.69555022
ID00425	0.762725808	3.803249868	0.555443417
ID00426	0.726537568	4.102494429	0.001430748
ID00427	0.681977096	4.495400473	1.012787302
ID00428	0.646396586	3.707015485	1.179742083
ID00429	0.915349945	3.496966533	0.633212179
ID00430	0.366335629	4.926679422	0.910068463
ID00431	0.946202295	4.766564161	0.376521361
ID00432	0.38066232	4.116260057	0.471306812
ID00433	0.127918227	4.880861546	0.499873778
ID00434	0.081914321	4.662392734	0.929814346
ID00435	0.880670052	2.491303582	0.545056835
ID00436	0.34739426	3.83958137	1.641825873
ID00437	0.663976641	4.06813445	0.904685249
ID00438	0.624029088	3.725496218	1.147399935
ID00439	0.044067458	2.516722408	1.687616791
ID00440	0.083840248	3.754062007	0.457908378
ID00441	0.568727385	4.294772057	0.936249348
ID00442	0.726997753	3.088951694	0.839916293
ID00443	0.780028077	3.275036849	0.764597002
ID00444	0.266610366	2.84182176	1.862587477
ID00445	0.044057252	2.067583878	0.088373846
ID00446	0.401390751	3.532599216	1.951017982
ID00447	0.211496238	4.792169046	0.338279619
ID00448	0.120326055	4.939659155	0.852706172
ID00449	0.177048314	4.491960629	0.974434211
ID00450	0.553887113	3.932639903	0.598457352
ID00451	0.163305866	2.272554341	0.810796814
ID00452	0.054365709	3.627655616	0.940318982
ID00453	0.347522215	4.848919898	0.429740775
ID00454	0.681002977	2.158088531	0.462218825
ID00455	0.47416986	4.316756748	0.883444416
ID00456	0.252136367	2.717286177	0.679445885
ID00457	0.559158112	2.178617461	0.242560609
ID00458	0.399970293	4.273635306	0.496080948
ID00459	0.15941352	4.415195732	0.113158569
ID00460	0.22757768	4.308795189	0.423674923
ID00461	0.996966571	4.073807505	0.226428957
ID00462	0.664791634	4.545411967	0.668936803
ID00463	0.039096132	3.835022193	0.910883029
ID00464	0.299438293	2.077696348	0.882444727
ID00465	0.208171885	3.853920583	0.462476957
ID00466	0.542480939	2.168302196	0.24168069
ID00467	0.626168057	3.613493247	0.629127503
ID00468	0.414450729	3.868688222	0.253402128
ID00469	0.590908082	4.197580929	1.225609733
ID00470	0.392545923	3.604002689	0.909903734
ID00471	0.781434638	4.473078029	0.26094085
ID00472	0.374070747	2.121596199	1.461661323
ID00473	0.398820639	3.225661916	0.420750914
ID00474	0.10806293	3.162120604	0.590769818
ID00475	0.099816385	2.65645785	0.256009874
ID00476	0.451723351	3.443479208	0.58078225
ID00477	0.934196002	4.165795765	0.268914758
ID00478	0.18218486	3.436304287	1.136981216
ID00479	0.362141452	2.12509986	0.909853672
ID00480	0.104412009	4.492331841	0.505413532
ID00481	0.575515467	4.172815196	0.868494345
ID00482	0.059854783	3.080250743	0.351264386
ID00483	0.665069296	2.032449704	0.152980751
ID00484	0.491582515	4.353140305	1.339781497
ID00485	0.056450737	2.64311934	0.617464465
ID00486	0.579811084	2.704819582	1.760117158
ID00487	0.180492111	3.565213808	0.739526262
ID00488	0.997963524	2.448441984	1.796238667
ID00489	0.55844141	2.464602643	1.68983332
ID00490	0.770567875	3.324756193	0.440923262
ID00491	0.767857145	4.268621625	0.393781106
ID00492	0.380829392	3.240356522	0.009235904
ID00493	0.322717162	3.839681602	1.240231033
ID00494	0.48691213	3.864490556	0.748649001
ID00495	0.091487898	2.337433928	0.546462756
ID00496	0.623347461	3.525325312	0.495557661
ID00497	0.537476462	2.066790061	1.276287457
ID00498	0.40579985	4.909274853	0.868879715
ID00499	0.868503815	2.05724378	0.240727358
ID00500	0.415067221	3.020125912	0.254977332
ID00501	0.540830341	4.470597786	0.927759182
ID00502	0.487360095	3.845496108	1.805848222
ID00503	0.286276877	3.026602322	0.391172017
ID00504	0.519305056	3.39953924	0.72043459
ID00505	0.238716126	2.957233897	0.630157615
ID00506	0.451240039	3.77335317	0.519641304
ID00507	0.68359506	4.489629129	1.268118648
ID00508	0.870727469	4.090717035	0.98025694
ID00509	0.343857022	4.69803119	0.11381487
ID00510	0.210408119	3.962578719	0.396534682
ID00511	0.831324412	4.109690519	0.651905217
ID00512	0.674167054	2.830970882	1.272954056
ID00513	0.378867972	2.945962401	0.460852319
ID00514	0.535056944	3.167927536	0.822344199
ID00515	0.491514536	3.986126261	0.147250348
ID00516	0.248854846	3.661383513	0.869458115
ID00517	0.070038803	3.028984163	0.543709572
ID00518	0.446908109	2.524327316	0.269388857
ID00519	0.295263859	2.575241292	0.994624871
ID00520	0.852536969	4.24748191	0.425858242
ID00521	0.910699857	4.767876423	0.214141488
ID00522	0.698663412	4.602211469	1.616904585
ID00523	0.612316665	2.138270153	1.420039894
ID00524	0.035562038	3.233535423	0.174198164
ID00525	0.986395447	3.741996808	0.593319478
ID00526	0.447355317	3.11072393	0.625279932
ID00527	0.768962163	4.583033403	0.944870448
ID00528	0.729699262	2.233423477	0.627168506
ID00529	0.136023776	4.700654102	0.046609736
ID00530	0.885108177	3.552077296	0.637587469
ID00531	0.682118271	2.560525273	1.742654134
ID00532	0.284214318	4.486548388	0.269373004
ID00533	0.99868784	4.948940274	0.294598301
ID00534	0.647938673	3.50013903	0.431974248
ID00535	0.16222776	4.723624316	0.707435816
ID00536	0.348310077	2.999999313	1.414047699
ID00537	0.283853221	3.96175693	0.661084878
ID00538	0.078186258	2.163056285	0.800515557
ID00539	0.118707848	4.401708902	1.72421651
ID00540	0.280013209	4.164267361	0.908837994
ID00541	0.595629757	4.661446034	0.895079556
ID00542	0.065282924	3.236933135	1.527839309
ID00543	0.992091449	2.4716967	0.525096609
ID00544	0.216354191	3.565057861	0.813494255
ID00545	0.308718239	2.358159359	0.515616667
ID00546	0.439624487	2.476540932	0.367962996
ID00547	0.021277317	3.030170712	0.107358082
ID00548	0.667461413	2.801523701	0.351156192
ID00549	0.120731734	3.923166407	1.331544205
ID00550	0.692777159	3.257170089	0.700461781
ID00551	0.105786468	4.164337982	0.499729124
ID00552	0.010791602	2.004689709	0.435871214
ID00553	0.941588341	3.35222687	0.487640457
ID00554	0.439546507	4.081497266	0.066913321
ID00555	0.124664553	2.759877567	0.81030425
ID00556	0.057581727	3.869016976	0.278660907
ID00557	0.977254423	4.579750236	0.032499924
ID00558	0.001306286	4.238713226	0.741442876
ID00559	0.232259247	4.506817118	0.220067185
ID00560	0.34022611	2.822288909	0.290038045
ID00561	0.715076324	3.571149566	0.625026126
ID00562	0.928598756	3.128527003	0.621232195
ID00563	0.35927048	4.750585405	0.890134056
ID00564	0.793493029	4.836114579	0.197678062
ID00565	0.177218092	4.580061237	0.205281583
ID00566	0.211786073	3.651184484	1.440703747
ID00567	0.143542373	2.38913191	1.217364153
ID00568	0.853100727	3.631314842	0.896314738
ID00569	0.858341879	3.659066273	0.437062482
ID00570	0.780947434	4.382252138	0.428975424
ID00571	0.864681897	3.140477013	0.999213707
ID00572	0.920978059	3.459300095	0.676125609
ID00573	0.459911823	3.470000993	0.350889378
ID00574	0.215222093	4.476882608	1.413883877
ID00575	0.460047792	2.228866314	0.548745036
ID00576	0.278054005	3.423172806	0.030991079
ID00577	0.568106988	4.882885559	0.354271186
ID00578	0.044540231	3.811456166	0.445862106
ID00579	0.486795547	2.54788407	0.241016641
ID00580	0.276896856	2.246186424	0.014989648
ID00581	0.723382114	2.4516919	0.861006342
ID00582	0.046987599	2.650836495	0.82234245
ID00583	0.888357268	4.773389389	0.290186807
ID00584	0.979648929	3.556987179	1.47309307
ID00585	0.806351151	2.249713426	0.378954703
ID00586	0.026050881	4.415719774	1.349760144
ID00587	0.136153483	2.473606958	0.36402137
ID00588	0.200232321	2.816179752	0.00993065
ID00589	0.339830851	2.135779488	0.611414665
ID00590	0.362783586	2.019335504	0.748059725
ID00591	0.16558916	4.633196465	0.610462957
ID00592	0.522609819	4.379055219	0.246639846
ID00593	0.657643909	3.037636518	0.965659506
ID00594	0.838551441	2.851229854	0.184302847
ID00595	0.832065738	3.15789233	0.68363314
ID00596	0.804547582	3.145545873	1.44550055
ID00597	0.467490699	2.822265808	0.82782807
ID00598	0.851031739	3.889104113	0.01869361
ID00599	0.315893988	3.733194131	0.039000738
ID00600	0.666771015	3.497217036	0.049134225
ID00601	0.447376445	2.419494064	0.031218518
ID00602	0.164857055	3.964411893	1.847662995
ID00603	0.260463993	2.806320742	1.296639891
ID00604	0.486064167	3.964060348	0.958840031
ID00605	0.246214159	2.319739755	0.457997759
ID00606	0.607348713	4.69559872	0.619811878
ID00607	0.266271737	3.334044986	1.87310352
